Testo;Sentence;DD;DI;DIL;Soliloquio/Flusso di coscienza;Note
Rovetta-Gerolamo_Ninnoli_1882.txt;Egli s'era fatto bianco, quasi livido: pareva un cadavere.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Gli tremavano le gambe, il terreno gli cominciò a girare sotto gli occhi, poi tutto all'intorno gli alberi vicini e le colline lontane; e finì anche lui col cader per terra, senza dir motto, lungo disteso.


*
* *


Aimoni ebbe forata una spalla parte a parte, e rimase a letto per una quarantina di giorni; ma dopo potè dire d'averla scappata bella, che i medici, dapprincipio, lo davano come spacciato.";no;si;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Anche Menico, appena finito il duello, fu portato nella sua vettura più morto che vivo: la sera fu colto da una febbre fortissima, e poco mancò non se ne andasse davvero all'altro mondo.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Fra malattia e convalescenza, ne ebbe per più di un mese anche lui.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"La paura gli aveva sconvolto la mente; gridava tutta la notte che lo volevano ammazzare; e, nei momenti di riposo, gli pareva di vedere un fantasma al quale domandava perdono giurando d'essere innocente!";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;La Ghita faceva dire delle messe alla Madonna delle Grazie, e non abbandonò mai, nè giorno, nè notte, il capezzale del povero delirante, finchè durò in quello stato e non cominciò a migliorare.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Com'è poi l'usanza cavalleresca, gli avversari, appena furono in caso di poterlo fare, si affrettarono a scambiarsi delle visite.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Ma in questa occasione fu il ferito quello che fece visita per il primo al feritore, perchè Ghegola era tuttavia convalescente quando l'Aimoni era già completamente ristabilito.



ERA MATTO O AVEVA FAME?...

Quella mattina il buon Michele si alzò più presto del solito.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Aveva cenato la sera innanzi, e non avendone l'usanza, gli era rimasto il cibo sullo stomaco, si sentiva la testa pesante e la bocca amara.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Non fece colazione punto; prese soltanto il caffè con due gocce di latte, e poi bighellonando là là, dove il fumo del sigaro lo conduceva, infilò, senza avvedersene, per forza d'abitudine, la Via Nazionale, dove stava di casa la contessa Lavinia: una signora, che voi mi domanderete subito se è vedova, perchè io vi possa rispondere di sì, e salvarle in tal modo la morale della favola.... che non c'è.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"La contessa Lavinia è bionda; non come Giulietta o come Ofelia, ma come una marchesa dei proverbi di De Musset, di quel biondo capriccioso, a giorni rossiccio, a giorni quasi castano. È carina, è buona, è amorosa; e quando voi desiderate una cosa, se la contessa Lavinia non la vuole, essa, per non disgustarvi, non vi dirà di no colla bocca, ma piegherà la sua testina lentamente, sorridendo coll'aria di una bimba che fa i capriccetti colla mamma....";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Però quel sorriso amabilissimo, quel no che pare uno scherzo e una carezza insieme, sono inflessibili.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"C'è un capitano di stato maggiore, per esempio, il cavaliere Arditi, che le fa una corte spietata: orbene, il buon Michele n'è geloso come un Otello.... bianco; suda veleno ma protesta invano.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Cattivo! cattivo che sei!....;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Non capisci mo'che sopporto la corte degli altri per nascondere la tua? -;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;E con questa scusa, che pare buona per la grazia con cui sa dirla,;no;no;si;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Lavinia si tiene il capitano Arditi sempre fra i piedi.;no;no;si;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Proprio quella mattina, passeggiando lemme lemme, come vi ho narrato, in Via Nazionale, il nostro amico pensava appunto al capitano, che la notte scorsa avea ballato colla contessa il cotillon, quando, attratto da un rumore di sproni che battevano sul marciapiedi, alza il capo e se lo vede, luccicante d'oro e colla durlindana sotto il braccio, ca minare in fretta, pochi passi dinanzi a lui.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Da dove è saltato fuori? - borbotta Michele certo è uscito dalla casa della contessa.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Non c'è dubbio, la casa della contessa è a dieci passi, lui è a venti, e prima non lo aveva veduto.;no;no;si;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Ad ogni costo vuol sapere come sta la faccenda, e si affretta per raggiungere quell'altro.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Capitano!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Capitano!...;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Buon giorno!
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Oh!...;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Buon giorno, conte Michele!
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Dove si corre, se è lecito?...
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Devo essere al Comando alle undici, figuratevi, e sono adesso le dieci e mezzo.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Diavolo, chissà chi vi avrà fatto perdere tutto questo tempo!
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Affari di servizio.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ma servizio di che genere?;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Maschile o femminile?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il servizio, pur troppo, è di genere neu....;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;To'! benissimo! una vettura!...;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Fiaccheraio, sei disponibile?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Sissignore!
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Scusate, ma come vi ho detto, sono in ritardo.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;E il capitano Arditi stringe la mano al giovanotto, salta nella carrozzella e grida al vetturino di condurlo al Comando militare.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Il buon Michele era rimasto là con un palmo di naso.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Certo - masticava fra sè, e intanto sentiva la bocca farsi sempre più amara - certo esce da lei.;si;no;no;no;tutte le sentences sono parte dello stesso DD?
Rovetta-Gerolamo_Ninnoli_1882.txt;Non ha voluto dirmi nulla, non ha voluto spiegarsi.... e poi lo si vedeva com'era imbarazzato.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Però questa faccenda bisogna chiarirla subito.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;O lui o me, o dentro o fuori, cara contessa!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ah!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ah!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Crede lei di potermi sorbire come il caffè?;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Tanto meglio; ma quest'oggi mi troverà senza zucchero, mi troverà.";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Un po' per uno, signora mia.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Avete sempre comandato voi?;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Va bene; e adesso tocca a me a comandare.";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ma non sono che le dodici, e fino alle due tanto non mi riceve!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Come bruciarle queste due ore?...;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Il buon Michele si pose a passeggiare; ma gira e rigira, ogni volta che guardava l'orologio, quella benedettissima lancetta non avanzava mai; pareva che avesse il granchio!...";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Allora egli si sentiva addosso, con un orgasmo nervoso, il bisogno di rivederla, di trovarsi con lei, di farle una scena!... -;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Intanto, per non perdere il tempo, ruminava nella mente le frasi meglio adatte colle quali egli avrebbe fatto colpo, rimproverandola.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Quando era contento dell'effetto, si fermava su due piedi, rispondendosi quello che gli avrebbe risposto Lavinia, e concludeva combinando in cuor suo di finire la visita fissandola con due occhi freddi, proprio di stagione, perchè s'era in gennaio, e di dirle lentamente sottolineando le parole:
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Amleto, quando chiamò la donna perfida come l'onda, non era matto, signora contessa, no, non era matto!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ma dopo quello sfogo, dopo quel borbottare eccitato, a mezza voce, il petto gli faceva male e lo prendeva l'angoscia ed una prostrazione di forze generale.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Allora si sentiva avvilito, non ci trovava più nessun costrutto nemmeno a perdonare alla contessa Lavinia, s'ella si fosse anche gettata alle ginocchia di lui; tanto e tanto egli sapeva ormai di essere ingannato; si sentiva ineffabilmente infelice, vedeva farsi il vuoto d'intorno e, cosa strana, lo provava anche dentro di sè, batteva i denti sotto quel sole falso di gennaio, aveva una gran voglia di piangere; e non essendo che le dodici e mezzo, pensò che poteva ingannare benissimo un quarto d'ora facendosi radere la barba.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Perfida!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Perfida come l'onda - borbottava fra sè sospirando, mentre il barbiere lo insaponava. -;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;No!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Non era matto Amleto quando lo disse....;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ohi!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ohi! senza il contrappelo, mi raccomando!...;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Rasa la barba ricominciò a camminare, benchè provasse un'insolita stanchezza.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ebbe quasi l'idea di far colazione, ma quell'idea non fu così forte da sedurlo.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ormai cominciava a soffrire l'inappetenza per il lungo digiuno.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Guardò l'orologio: segnava le una e mezzo.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Alle cinque desinava; facendo colazione allora, si sarebbe rovinato il pranzo, e poi aveva più volontà di morire che di mangiare!...";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Vi rinunciò, e, prendendola larga, si avviò di nuovo verso i paraggi di Via Nazionale.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Di quel passo lì, sarebbe cascato da Lavinia in punto alle due.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;E se invece la piantassi?;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Se non mi facessi più vedere da lei?... così alla chetichella, senza dirle nulla, all'inglese?;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Giunto sul posto, guardò di nuovo l'orologio: era l'ora precisa.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Benchè avesse già infilata la porta, si pentì, ritornò indietro: sarebbe stato ridicolo, facendosi vedere così puntuale da lei che lo tradiva, che lo faceva aspettare fino alle due; e ciò considerato, volendo salvare la dignità, rifece la passeggiata almeno per altri dieci minuti.

*
* *

Quando fu introdotto nel salottino particolare dove Lavinia non riceveva che gli amici, gli toccò di attendere, secondo il solito.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Là dentro c'era un odore così acuto di viole e di mughetti, che gli fece crescere il mal di testa e cominciare anche il mal di gola, quando un noto aprirsi e rinchiudersi di porte vicine, ed un fruscio di abiti, lo avvertì che Lavinia stava per giungere.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Egli adesso aveva abbandonato il progetto di assalirla con una scenata; non aveva più lena di parlare.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"All'indifferenza avrebbe opposto indifferenza; la trovava anche più scicche, e invece di aspettarla dietro la porta per sorprenderla con un bacio, si cacciò nel vano della finestra, guardando fisso in istrada, fingendo di non accorgersi della sua venuta e di essere assorto in lontani pensieri.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Lavinia gli si fece vicina, piede innanzi piede, trattenendo il respiro, poi, improvvisamente gli chiuse gli occhi con le mani:
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ah!... siete voi? -;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Il buon Michele prese un'aria trasognata, che parea venisse allor allora dall'altro mondo.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;No, sai, è stato il babau - e la contessa, ridendo, andò a rannicchiarsi, co' suoi atteggiamenti di gattina indolente, in un cantuccio in fondo del canapè.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Michele le tenne dietro, ma si fermò a sedere due poltrone distante da lei.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Lavinia lo fissò, poi:
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Temporale, quest'oggi - esclamò con aria di amabile canzonatura.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Tutt'altro, bonaccia completa - rispose Michele senza guardarla.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Sarà.... sarà.... sarà ma non lo credo! - canterellò Lavinia a mezza voce.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Michele non fiatò, tutti e due stettero zitti zitti, immersi nella meditazione.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;La contessa, dal canapè, sfilandosi colle dita inquiete le frange della manica, di tanto in tanto, di sottecchi, guardava Michele, che mezzo sdraiato sulla poltrona, una mano in tasca, il bastoncino nell'altra, gli occhi per aria, scotendo convulsamente una gamba, faceva battere il tacco sul pavimento con un tic, tic, tic, regolare, monotono, inquietante.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;La contessa Lavinia, in fondo, era una buona donna....;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Oh Dio, non moriva d'amore per Michele, questo no, ma gli voleva bene e le rincresceva di vederlo così imbronciato.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Dopo un po' di tempo che durava quella scena muta, si rizzò dal suo cantuccio, e pian piano, leggera, si avvicinò a quell'altro, gli si inginocchiò dinanzi, poi appoggiando i gomiti sui bracciuoli della poltrona, e congiungendo le mani in atto di preghiera:
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Andiamo, parla - le disse - qual nuovo misfatto ho io commesso?...;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Michele continuò ostinato a non guardarla, e aspettò del tempo prima di risponderle.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Avete voglia di scherzare, voi - le disse alla fine.... con una voce incerta.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"E lei?... avrebbe volontà di dormire, lei?...
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Quasi! - rispose l'altro con un vocione brusco brusco, mettendosi il corno del bastoncino sulla bocca per nascondere uno sbadiglio. -;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Notate bene, anche quello era uno sbadiglio nervoso.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Allora s'accomodi sul canapè, vi starà meglio - e Lavinia forzò il buon Michele, strascinandolo contro voglia, lei gaia, sorridente, birichina; lui duro, imbronciato, a cambiare di posto.";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Poi gli si sedette accosto, vicinissima, e gli prese una mano, affaticandosi inutilmente per riuscire a sbottonargli un guanto.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Via, noioso che sei, lèvati i guanti!
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"No; adesso me ne vado.";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Con questi fiori c'è da rimanere avvelenati - e si schiarì la gola due o tre volte, dispettosamente pensando fra sè, con una gelosia rabbiosa, che, ad onta di tutte quelle moine, il capitano era ricevuto prima delle dodici, mentre per lui la porta rimaneva chiusa fino alle due. -;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Perfida! -;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Più Lavinia quel giorno gli sembrava carina, attraente, e più cresceva il suo malcontento, così ch'egli adesso ritornava infelice, ma di una infelicità che lo rendeva fiacco, sfinito, sotto il colpo improvviso di quel gran dolore.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Rimproverarla? a che pro?;no;no;si;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Lei avrebbe negato, lui non le avrebbe creduto, dunque.... dunque tanto valeva risparmiare il fiato e mostrarsi invece un uomo di spirito coll'abbandonare quel posto assediato e forse,;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Dio non lo volesse, espugnato dallo stato maggiore! -;no;no;si;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Nella guerra d'amor vince chi fugge! e allora chissà, fuggendo lui, che Lavinia non incominciasse a corrergli dietro.;no;no;si;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Michele però non si fermerebbe, continuerebbe a fuggire, ed era tanto risoluto in quella idea, che già si sentiva le gambe stanche.... forse per il gran correre che faceva coll'immaginazione.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Lavinia, nel frattempo, sempre colla testa bassa e dopo molta fatica, era riuscita a levargli un guanto; rimaneva il secondo, ma il buon Michele, pochissimo compiacente, si ostinava a tener l'altra mano abbrancata sul bracciuolo del sofà, dalla parte opposta a quella dov'era seduta la contessa.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Questa, ostinata anche lei, non si diede per vinta, si distese, si allungò, riuscì ad afferrargli il braccio e si sforzava a tirarsi Michele vicino, mentre la sua testina bionda passava e ripassava proprio sotto il naso di Michele, il quale, dalla gran paura che alle volte gli sfuggisse un bacio, piegò il capo vivamente all'indietro; troppo vivamente, chè colla nuca, battè, tanto forte da farsi male, contro la cornice a punte dorate del sofà.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Lavinia non potè contenersi, cominciò a ridere, e più quell'altro faceva la faccia inferocita e più lei rideva.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il buon Michele, sfido io!, perdette la pazienza, e, un po' per il dolore, un po' per il dispetto della figura che ci faceva, e per tutto il resto unito insieme, si alzò, avviandosi risoluto verso l'uscio, e salutandola appena con un -;no;no;si;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Buon giorno - che pareva un morso dato nel vuoto.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Vai via?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Sì.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Per ritornare?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"No.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"No?... per sempre?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Per sempre!
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Tanto meglio!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Lavinia tornò a rannicchiarsi nel suo cantuccio.... ma questa volta fece il muso anche lei.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Il suo però, manco a dirlo, era un musino che non aveva nulla a che fare coi visacci di Michele, il quale, giunto sulla porta, sperava che Lavinia lo richiamasse indietro; ma invece la contessa non fiatò; allora si decise da solo, e piantandosele innanzi, mentre lei tornava a sorridere, e fissandolo con degli occhietti furbi, sbarrati, ne imitava a tratti, comicamente, la mimica della faccia:
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Amleto - egli disse con tragica espressione -;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Amleto, quando chiamò la donna perfida come l'onda, non era matto, signora contessa, no, non era matto.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Oh! oh! quanta erudizione! - esclamò Lavinia, con poco rispetto per l'oratore.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Addio, signora contessa!
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Addio, signor conte!
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Stupida! - brontolò Michele fra i denti, attraversando l'appartamento, sconcertato per il cattivo esito della sua parlata; ma quando, nell'anticamera, aiutato dal servo, indossava la pelliccia, si riaprì la porta interna, e Lavinia, sorridente, scherzosa, maliziosetta, fece capolino fuor dell'uscio che teneva socchiuso, colla sua manina bianca quasi coperta dagli anelli ingemmati:
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Se stasera il signor conte si sentirà meglio, l'avverto, per sua norma, che io vado all'opera.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Numero nove, second'ordine, a sinistra.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Grazie, contessa, ma stasera devo andare alla commedia.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Pazienza: la sua ferita le duole forse?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Punto.... ma non è bella la vita!
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Si potrebbe sapere che cosa....;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Jolanda ha fatto di male?;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Il servitore serio, impalato, che teneva aperta la porta impediva a Michele di spiegarsi chiaro.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ah, contessa! - le rispose con aria diplomatica -;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Jolanda fa sempre e tutto bene.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il peggior passo, quello dell'uscio, fu consumato: l'onore era salvo.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Però il nostro eroe, subito, col freddo della strada, sentì un sincero rincrescimento pel coraggio dimostrato; ma ormai, pur troppo, era inutile il pianto; ritornare indietro non si poteva più!...";no;no;si;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Allora, guardando atterrito nell'avvenire che gli si preparava, provò la sensazione di un vuoto così squallido, così debilitante, da essere costretto a chiudere gli occhi perchè lo prendevano le vertigini.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ritornò a camminare dinoccolato, sentendosi dentro una prostrazione tale come s'egli si fosse appena rimesso da una lunga malattia.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Invece la covava addosso, la malattia; erano bastate quelle poche ore a minare la esistenza di lui; e mentre prevedeva i suoi proprî e prematuri funerali, mentre figurava la sua tomba bianca con un bel monumentino sopra, rappresentante l'amore che uccide, sentiva ripetersi in cuor suo, profondo, il melanconico lamento di Edgardo, e a mezza voce, convinto, mesto, rassegnato, canticchiava anche lui, il buon Michele -";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Mai non passarvi, o barbara -;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Del tuo consorte allato. -;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Qui, l'allato, si sa bene che invece di essere un consorte era un capitano, ma la situazione rimaneva la stessa.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il povero infelice non aveva mai amato Lavinia, come allora che non l'amava più! -;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Era bellina tanto in quel suo abito così bene attillato!...;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Civetta!...;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Le mancava affatto il cuore, le mancava; ecco il suo difetto!";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Lo avrebbe tradito, avrebbe aspettato a riceverlo alle due suonate, s'ella avesse avuto solamente un po' di cuore? -;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"In quel punto egli passava dinanzi al Caffè di Londra: vi entrò per ammollire con una limonata l'arsiccio della gola e si incontrò là dentro, per l'appunto, con un frequentatore platonico della contessa Lavinia.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Di' un po',;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Michelino, la contessa sta in casa stasera?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"No, va all'opera, credo.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Sai il numero del suo palco?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il nove, second'ordine, a sinistra.... credo.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;I due amici si strinsero la mano: uno si fermò nel caffè, l'altro,;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Michele, ne uscì e ritornò alle sue meditazioni peripatetiche.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Appena quella gente lì, che adesso schiatta dall'invidia, conoscerà la mia ritirata, figuriamoci come gongolerà dal piacere!...;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ma chi ci guadagna un tanto, per giunta, è il capitano....;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Antipatico! l'unico che mi faccia dispetto, che mi faccia rabbia, chè, di tutti gli altri, non me ne importerebbe uno zero.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Diranno adesso ch'io sono stato battuto, vinto, messo alla porta; è falso, falsissimo, perchè l'ho piantata io, la contessa Lavinia; ma questo fatto chi lo saprà?... nessuno, e intanto diverrò la favola, il ridicolo del paese.";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"E il buon Michele si vedeva adesso disonorato per avere appunto voluto salvare il proprio onore con troppa precipitazione.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Se mi fossi ingannato - continuava - se i miei sospetti sul capitano fossero privi di fondamento?;si;no;no;si;
