novel ;sentence ;DD;DI;DIL;Soliloquio/Flusso di coscienza ;note;
Collodi_Carlo-Macchiette-1880.txt;Pigliate da questa porticina qui che dà sulle scale… e siamo intesi!;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Dopo il sarto passò il calzolaio.
— Eccola questa mignatta! — gli gridò il barone appena lo vide. — Per una miseria di quindici o venti soldi sei capace di consumarmi le scale a furia di viaggi…
— È il bisogno, caro signor barone…
— E se hai bisogno, perchè ti sei messo a fare il calzolaio?";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Fai piuttosto il ciabattino!…
Il calzolaio, mortificato, voleva rispondere: ma il barone, fermandogli la parola sulla bocca, soggiunse gridando:
— Se tutti i manifattori fossero come te, bisognerebbe andare a S.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Donnino per arrabbiati.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Che si burla! non hai finito di riportare il lavoro, che pretendi subito di esser pagato.
— È tre anni che aspetto…
— Tre anni un corno!";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Egli è che il lunario di voi altri poveri anticipa almeno d’undici mesi.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Su via, facciamola finita: quant’è il residuo del mio debito?
— Quattrocento lire!
— Dammi il resto… — disse il barone gettando con bizza un foglio di mille sulla tavola.
— Dove vuole che io abbia il resto? — rispose l’altro — Ripasserò più tardi.
— Più tardi non sono in casa.
— Ritornerò domani…
— Ritorna domani, doman l’altro, fra venti giorni.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Anzi ritorna fra venti giorni… e per mostrarti che non sono in collera con te, mi porterai un paio di stivali da caccia, del mio solito modello… E voglio il conto subito… intendiamoci bene, subito!… perchè con te non c’è da pigliarsi confidenze…
— Abbia pazienza…
— Caro mio, tu hai un gran difetto; sei troppo povero…, e per conseguenza dovevi fare il ciabattino! il ciabattino! il ciabattino!…
Quel povero diavolo del calzolaio, intronati gli orecchi da queste impertinenze, se ne andò via così confuso, che non sapeva nè quel che diceva, nè dove metteva i piedi.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Terzo a comparire fu il carrozziere.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Era questo un traccagnotto sulla quarantina, decentemente vestito, ma di modi rozzi e violenti.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Aveva una faccia così accigliata e malcontenta che pareva dicesse: — Se stamani non mi paghi t’aggiusto io!…
— Oh! amico Pietro — disse il barone andandogli incontro— ci sei anche te? è molto che aspetti?
— Sono due ore! — rispose il carrozziere, rimettendosi il cappello in capo con atto provocante.
— E perchè non sei passato subito? lo sai che per te non c’è anticamera.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Hai portato il conto?
— Lo credo! — rispose l’altro con un laconismo molto significativo.
— Meriteresti due tratti di corda — soggiunse il barone posandogli amichevolmente una mano sulla spalla.
— Sarebbe a dire?…
— Potevi esser pagato e non hai voluto.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Avevo messo da parte per te, proprio per te, duemila lire, ma non vedendoti venire, ho dato un acconto al sarto e ho pagato il calzolaio.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Il carrozziere, invece di rispondere, cominciò a tentennare una gamba e a dare certe occhiate alle figure del soffitto, che non erano punto occhiate da artista o da amatore di belle arti.
— Alla fine del mese, però, ci puoi contare! — aggiunse subito il barone.
— Ci posso contare, eh? — disse l’altro, masticando le parole fra i denti.
— Eccoti la mia parola d’onore!";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Il carrozziere dette in una gran risata.
— Di che cosa ridi?…
— Di che rido?… rido della sua parola d’onore.
— Amico, questa è forte!";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Se tu fossi uno spadaccino…
— O che crederebbe lei, con tutta la sua scherma, di farmi paura?… — ribattè il carrozziere, stendendo l’indice della mano destra verso la punta del naso del barone.
— Alla larga! — disse questi, celiando — Stamani l’amico Pietro non vuole scherzi.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Po’poi, che cos’è per te l’aspettare un’altra ventina di giorni? se tu fossi un povero diavolo, un disperato, un mezzo fallito ti compatirei… ma il primo carrozziere della città, un quattrinaio come te, un uomo che ora ha dei capitali e dimoiti…
— Io capitali?— gridò il carrozziere, lasciando trapelare un risolino impercettibile di vanità.
— Lo so, lo so…
— Ma se lei dà retta alle ciarle…
— Zitto! — fece il barone con un gesto imperativo.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Quindi prendendo sotto il braccio il creditore ammansito e conducendolo verso la porticina che dava sulla scala, soggiunse sottovoce:
— So di più: so che hai fatto dei piaceri a molti di noi… e zitto!
— Ma chi gli ha dato ad intendere? — balbettava l’altro, che già si sentiva smuovere dal solletico di queste parole.
— So, fra le altre, che pochi giorni addietro hai prestato quarantamila lire a un pezzo grosso… di quelli su, della Corte!…
— Come l’ha saputo? — domandò l’altro, dissimulando a stento la sua viva sodisfazione.
— Quattrinai! quattrinai!";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Avete messo le mani nei capelli a tutta la nostra aristocrazia.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Ora bisogna stridere.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Siete i nostri padroni!
— Padroni?… ma lei burla!…
— Ridi, eh, birbante?";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Ridi pure che n’hai ragione.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Siete tanto i nostri padroni, che tutte le volte che ci degnate di una vostra visita, tocca sempre a noi a riaccompagnarvi fino alla porta. — E così dicendo il barone messe pulitamente il carrozziere sul pianerottolo delle scale, e richiuse la porticina segreta.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Dopo il carrozziere, tutti gli altri creditori, che aspettavano in sala, furono sbrigati in meno di mezz’ora.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;E il barone (bisogna dirlo a sua lode) fu imparziale con tutti: non dette nulla a nessuno.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"XI
M a ogni bel giuoco, dura poco.";no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Difatti dopo la seconda e la terza udienza, i creditori del Cinagri, stanchi di vedersi menati per il naso (volgarissimo sistema di locomozione tollerato appena dai bovi e dai mariti) cominciarono a bofonchiare rumorosamente come un nuvolo di vespe spaventate.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Allora il barone non sapendo più da che parte voltarsi nè a qual santo accendere il moccolo, pensò di ricorrere daccapo all’amico Mario.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;In quel tempo il conte Mario era sempre scapolo.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"La mattina che il barone andò a cercarlo, lo trovò per l’appunto nella sua camera, che stava infilandosi il vestito per uscire di casa.
— Giusto te! — disse il Conte — Tu che passi per un buongustaio, che cosa ti pare di questa mobilia che ho fatto venire da Parigi?";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Il barone, dopo avere dato all’intorno un’occhiata lunga e severa, esclamò con tono declamatorio:
— Sciagurato! e osi domandarmelo?";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;E chi è quel tappezziere parricida, che ti costringe a dormire i tuoi sonni sotto un parato da letto color torlo d’uovo impazzato? e chi è quel ladro di arredi sacri e di cibori intarlati, che ti ha venduto quel vecchio confessionale per uno stipo del cinquecento?;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Per quali dolorose vicende quella infelice ventola da chiesa ha dovuto rassegnarsi a far da specchio sulla tua toeletta?;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"E questa la chiami una camera?… No, questa è una bottega di rigattiere, un magazzino di roba usata, di anticaglie, di rococò, di frattaglie lasciate forse in pegno da qualche povero diavolo a quell’ipotecario di tuo padre buon’anima, per averci sopra una ventina di soldi…
A siffatta antifona declamata fra il serio e il faceto,";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Mario faceva finta di ridere e di divertirsi; ma quando sentì offendere la memoria dell’autore dei suoi giorni, disse impermalito:
— Come c’entra qui l’ipotecario?…
— Vieni via — replicò il barone, alzando la voce, — non mi venire a fare lo schizzinoso, il delicato, il suscettibile!… Pretenderesti forse di darmi ad intendere che le ville e i poderi che ti ha lasciato tuo padre, rimontano ai tempi delle donazioni di Carlomagno?";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Tuo padre in pochi anni fece molti quattrini… ma Iddio solo sa come li fece! ..;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Se per disgrazia arrivava a saperlo anche il Procuratore del Re, stava fresco!…
— Tu sei il più caro matto di questo mondo! — gridò il conte Mario per troncare a mezzo questo dialogo pericoloso. — Dunque usciamo o restiamo?
— Usciamo pure… Peraltro, mi pareva di esser venuto qui per qualche cosa…
— Cioè?
— Non saprei… volevo chiederti un piacere… una inezia… una bagattella… Ma ora mi è passata di mente.
— Forse una scatola di quei sigari dell’altro giorno?
— No… non mi pare…
— Forse il mio fucile da caccia?
— Nemmeno…
— Un’altra bottiglia di cognac stravecchio?
— Neppure…: è una cosa che ho qui sulla punta della lingua, ma ora non mi viene… Ah! eccola! ora mi ricordo.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Prestami diecimila lire.
— Diecimila ? ? ?
— Se le hai in oro, bene: se no, per farti piacere, le posso prendere anche in carta.
— Mi dispiace, amico…
— Rammentati,";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Mario, che vi sono dei rifiuti che equivalgono ad uno schiaffo!
— Tu sai che quando ho potuto, non mi sono fatto pregare…; prova ne sia che fra ninnoli e nannoli avanzo da te venticinquemila lire…
— Quello è un conto a parte, e tu non ci devi pensare; a quello ci penso io.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Oggi si tratta di un’altra cosa: oggi è l’amico che dice all’amico: «Prestami diecimila lire per un debito di giuoco.» E chi è quel miserabile che non ha diecimila lire per fare un piacere all’amico?
— Io.
— Mario! — soggiunse il barone tentennando il capo in atto minaccioso — è un pezzo che tu hai del rancore con me!… è un pezzo che mi perseguiti!…
— Ti giuro che mi rimangono appena tremila lire…
— Ebbene, dammi quelle tremila lire e non se ne parli più.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Con te non mi voglio guastare.
— E per le mie spese giornaliere?
— Dammi le tremila lire, ti ripeto.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;In quanto al resto, mi adatterò a pigliarlo un’altra volta, a tutto tuo comodo. È un sacrifizio che faccio per te…, ma lo faccio volentieri.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Il povero Mario, confuso e sbalordito da tanta sfacciataggine, non sapendo più come difendersi, andò a prendere tremila lire, e consegnandole disse:
— Quando credi di potermele restituire?
— Questa è una cosa che riguarda me, e basta.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Tu puoi insegnarmi il greco, il latino e magari anche le matematiche sublimi; ma graziaddio, non ho mai avuto bisogno di qualcuno, che venisse a insegnarmi a fare il galantuomo.";no;no ;si;no;;
Collodi_Carlo-Macchiette-1880.txt;"XII
I ntanto passarono i giorni, le settimane, i semestri e l’annate, e del suo debito con Mario il barone non ne parlò più nè punto nè poco, come se invece di essere un debito suo, fosse stato un debito del viceré d’Egitto.";no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Ma venne pur troppo anche per Mario il giorno nefasto, vale a dire il giorno, in cui rovinato dagli amici, dai pranzi, dalle feste, dal giuoco e dalle avventure galanti di palcoscenico, dovè trovare quel coraggio che non aveva mai avuto, per richiedere al barone i denari, che gli aveva imprestati.
— Qual buon vento ti porta da me? — gli disse il barone, andandogli incontro.
— Debbo farti una confessione… Domani mi scade una cambiale.
— È una malattia che conosco.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"La beccai la prima volta appena uscito di collegio, e non ne sono ancora guarito.
— Una cambiale di ventimila lire!
— Le cambiali, amico mio, sono come le accademie del marchese Colombi: o si pagano o non si pagano; io, per esempio, non le ho mai pagate, e me ne trovo abbastanza bene.
— Ma io voglio pagarla!…
— È un’opinione come un’altra, e la rispetto.
— Ma mi mancano i denari…
— Cercali.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Chi cerca trova; lo dice anche il Vangelo, e il Vangelo sa quel che dice.
— Le banche mi hanno levato il credito…
— Fattelo rendere.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Se l’avessi io, te lo cederei volentieri.
— E tu non potresti aiutarmi?
— Perchè no?";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Ti posso far conoscere qualche strozzino per bene…
— Mi dispiace a dover ricascare nelle mani di certa gente…
— Hai torto.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Lo strozzino, per tua regola, è il vero amico dell’uomo.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Se domani, puta caso, il macao, la borsa o qualche ballerina ti alleggeriscono le tasche; se doman l’altro un istituto di credito, al quale hai fidati tutti i tuoi capitali, liquida all’improvviso e ti lascia, a titolo di riparto, unicamente un paio di mani per poterti grattare il capo; se un altro giorno capiti in un creditore malnato e brutale che, contro ogni legge umana e divina, pretenda di farsi pagare fino all’ultimo soldo…, in uno di questi angosciosi momenti, domando io, a chi vuoi ricorrere?";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Agli amici, no; perchè l’amicizia, sebbene Cicerone si sia ingegnato di farcela pigliare a noia con quella sua cicalata a Tito Pomponio Attico, pur nondimeno ha sempre troppo valore, per trovare chi voglia giuocarsela con una domanda indiscreta di qualche imprestito per urgenza.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Eppoi gli amici!… Oh! gli amici sono capacissimi di risponderti sul viso: amicus Plato, sed magis amicamoneta.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Tu mi dirai che quel vocabolo moneta non è troppo latino: ma, in compenso, è abbastanza italiano per farti intendere la morale della favola…, che è appunto quella di non volerti dar nulla!…
— Eppure — soggiunse Mario esitando — non ti dissimulo che io avevo contato su te…
— Una prova di più, caro mio, che non sai contare.
— Non potresti, per esempio, restituirmi… almeno una parte…
— Mario! — gridò il barone, alzandosi da sedere quasi inorridito — sei tu?…proprio tu, che mi parli in questo modo?
— Che cosa c’è di strano?
— Non mi sarei mai aspettato da un amico una azione così bassa!… così codarda!…
— Perchè codarda?
— Un amico che non si vergogna di richiedere il denaro prestato all’amico!… Sono cose che fanno ribrezzo!… cose che non si sono mai vedute, neanche ai tempi corrottossimi della dominazione spagnola…
— Io poi non ci trovo tutto questo gran male…
— Nè ce lo puoi trovare…, perchè ti mancano i primi rudimenti della delicatezza, perchè non sai che cosa sia il santo pudore dell’amicizia, perchè non conosci neppur di vista il rispetto che ogni gentiluomo deve a sè stesso, perchè infine sei un uomo volgare… plebeo… corrotto… vera razza latina!
— Ma io non credo di averti offeso…
— Uomo venale!…
— Scusa…
— Egoista! vampiro! succiatore del sangue umano!
— Calmati!…
— E guarda bene di non salutarmi più!…
— Hai torto: dobbiamo restare amici come prima…
— Io amico tuo? mi vergognerei!
— Ma che cosa ti ho fatto?
— Mi hai ferito nella parte più sensibile del cuore.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Mi hai amareggiata l’esistenza con un disinganno atroce…
— Io credevo che in questo momento non ti avrebbe scomodato di darmi un acconto… Ebbene non ne parliamo più.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Dammi qua la mano e ricordati che domani sera ti aspetto a pranzo da me.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Appena Mario fu giù per le scale, il barone tirò fuori un fazzoletto bianco di seta e rasciugandosi il sudore della fronte, esclamò:
— Eppoi venitemi a dire che i signori mangiano un pane che non è sudato!…
XIII
S enza mettere tempo in mezzo, il Conte ritornò in cerca del Dellagrua, e trovatolo:
— Sono nelle tue braccia — gli disse.
— Com’è andata?
— Nemmeno un centesimo.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Se non scappavo a tempo, il barone era capace di chiedermi altre diecimila lire!… E ora che cosa s’inventa?;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Il segretario si raccolse: stette un po’pensieroso poi gli domandò:
— Hai qualche oggetto di gran valore?
— Per esempio?…
— Non saprei… per esempio, la collana di perle di tua moglie?…
— Non ne parliamo nemmeno.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Gli oggetti che appartengono a mia moglie, per me sono sacri!
— Allora non rimane altro che raccomandarsi di cuore a quella tua Madonnina del Murillo…
— E il compratore dov’è?
— Il compratore c’è: ma non vuol dare un soldo di più di ventisettemila lire.
— Rammentati che me ne hanno offerte quaranta e fino quarantatremila…
— Caro mio, queste offerte capitano sempre il giorno che non hai bisogno di vendere.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Il giorno che hai bisogno, anche i quadri dei grandi maestri ti si stingono fra le mani…
Questo ragionamento parve così concludente, che un’ora dopo il prezioso quadretto del Murillo usciva dal palazzo Ortingati per passare nelle mani di un ricchissimo baronetto inglese.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;L’inglese lo pagò quarantamila lire: per cui il povero segretario ci ricavò per sè appena tredicimila lire: e trattandosi di un amico come Mario, non volle nemmeno un centesimo di senseria.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Oh lasciatemelo dire!;no;no ;si;no;;
Collodi_Carlo-Macchiette-1880.txt;L’uomo è molto migliore della sua reputazione!;no;no ;si;no;;
Collodi_Carlo-Macchiette-1880.txt;"Tolto di mezzo il pensiero della cambiale, restava nel cuore di Mario un’altra spina e anche più acuta: la passeggiata misteriosa nel viale della Casina Verde…
— Voglio parlare con Matilde — disse fra sè e sè; — voglio interrogarla, scrutarla, notarne le parole, gli atti, i movimenti degli occhi e della fisonomia… Se la moglie è in peccato, un marito svelto se ne deve accorgere…
Detto fatto, si avviò verso le stanze della Contessa…
— La signora è sola? — domandò alla cameriera prima d’entrare.
— Nossignore.
— Chi c’è?
— Il capitano Torralba.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Il Conte fu lì lì per proferire una parola orribile; ma si riprese in tempo.";no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"XIV
-";no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"D unque, capitano — diceva la Contessa al Torralba invitandolo a sedersi accanto a lei — dunque voi la credete una novellina?… Eppure vi sono persone benissimo informate, che mi assicurano, fra le altre cose, che Mario abbia regalato alla Selika due magnifici orecchini di brillanti…
— Non so nulla degli orecchini: so però che la Selika Sternach in questo momento è assediata dalla mattina alla sera da un vecchio principe russo.
— Oh! i vecchi si possono ingannare così facilmente!…
— Assai più facile ingannare i giovani.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;I giovani, vedete, confidano nella loro età, nel loro brio, nel loro spirito, come se tutte queste cose avessero un gran valore agli occhi del sesso ballerino.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"I vecchi invece sospettano di tutto e di tutti: e il sospetto, credetelo a me, per chi vive in mezzo alle donne, è una sentinella molto più sicura della fiducia.
— Capitano, dite benissimo…
— Tanto bene, che voi Contessa non credete punto a quello che dico.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"E allora perchè non vi decidete a parlarne direttamente a Mario?
— Io parlarne a Mario? piuttosto la morte.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Un’altra volta in un caso simile, piansi, pregai, mi raccomandai come se la colpevole fossi io!;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Oggi il mio partito è preso: oggi, se per disgrazia questo scandolo fosse vero…
— Che cosa farete?
— Ritornerò alla Spezia, in casa di mia madre, e tutto sarà finito fra Mario e me.
— Allora non vi dico nemmeno addio.
— Perchè?
— Perchè son sicuro che per questa volta non partite davvero!";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"La Contessa, rimasta sola, cominciò a tormentarsi da sè stessa, e pensava: — «Ma dunque il barone si pigliava giuoco di me? dunque questa passione di Mario è tutta una favola inventata da lui?… E io che sono stata così stupida… Ma se fosse invece il capitano che m’ingannasse?… Se fosse lui, che conoscendo il mio carattere geloso e anche un po’violento, cercasse di nascondermi la verità?…»
Tutti questi interrogativi, i quali si correvano dietro l’uno all’altro, con una velocità vertiginosa, gettarono la povera Matilde in un profondo abbattimento di spirito.";si;no ;no;si;;
Collodi_Carlo-Macchiette-1880.txt;Il giorno dopo era pallidissima e sbiancata come un’immagine di cera.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;La sera, al pranzo dato agli amici, tanto il Conte che la Contessa fecero vista di essere allegri, e i commensali fecero vista di crederlo.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Da una parte e dall’altra fu uno scambio di cortesia.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Mentre il barone stava pigliando il caffè, la Contessa gli si avvicinò, domandandogli con un sorrisetto ironico:
— E così, come va l’avventura amorosa di Mario?
— Per carità,";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Contessa, non ne parliamo più.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Sono mortificatissimo di avervi raccontato questa scioccheria…
— Ma è vera o non è vera?
— Ammettiamo, per un’ipotesi stranissima, che fosse anche vera.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Merita forse per questo di occupare i vostri pensieri?;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Voi giovine, bella, ricca, erede di uno dei casati più illustri del paese, potete mai trovare una rivale fra quella turba anonima di funambole e di corifee, che infestano i nostri teatri?;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Vi sono forse termini di confronto fra un amore sublime, profondo, eterno, quale voi lo meritate, e quelle parodie erotiche, che cominciano dietro le quinte la prima sera dello spettacolo e finiscono coll’ultima recita della stagione?
— Sicché bisogna concludere che l’amico che venne a raccontarvi la storiella degli amori di Mario colla Sternach, dev’essere per lo meno un bugiardo.
— Io l’ho sempre sospettato.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Oggi però il sospetto è diventato certezza.
— Perchè?
— Per carità,";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Contessa, non mi fate dir altro…
— Anzi dovete dire.
— Figuratevi che quello sfacciato voleva darmi ad intendere di un certo appuntamento… dato per domani nei viali della Casina Verde.
— Per domani?… e a che ora?
— Mi pare fra le due e le tre…
— L’ora — soggiunse scherzando la Contessa — non mi parrebbe troppo romantica…
— No… ma sarebbe abbastanza solitaria… Del resto, la frottola mi è sembrata così mostruosa, che non ho potuto far di meno di ridergli in faccia.
— Avete fatto bene, barone.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;I bugiardi non vanno mai creduti, nemmeno quando per disgrazia dicono la verità.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;La Contessa pronunziò queste ultime parole con accento vibratissimo e fissando fieramente i suoi occhi in quelli del barone Cinagri.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"XV
A ppena i tre amici furono usciti di casa Ortingati, il segretario, voltandosi al barone, gli disse in tono di canzonatura:
— Stando alle apparenze, si può dire che la simpatia che ha per te la bella moglie del nostro amico è così profonda… che somiglia quasi a un’antipatia…
— È un fatto — aggiunse ridendo il commendatore — la Contessa ti vede bene… ma ti guarda male.
— Ricordatevi — esclamò il barone — che ride bene chi ride l’ultimo.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;A suo tempo ci riparleremo.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Con questi e con altri discorsi, i tre commensali di Mario arrivarono al club.
— Come vi ha trattato il Conte? — domandò loro il capitano Torralba, che per l’appunto si trovava lì con altri amici.
— Al solito — rispose il barone colla sua voce di baritono sfogato. — un pranzo da Corte di Assise… un tentativo di avvelenamento.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Coi falliti, dice bene il proverbio, non c’è da far mai un pasto buono.
— Peraltro — replicò il capitano — l’amico Mario è un certo fallito, che spende e spande più di prima.
— Lo credo.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Per tua regola i giorni più splendidi della vita di un signore, sono appunto quelli in cui finisce di dar sotto agli ultimi soldi del suo patrimonio.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Di lì a poco, capitò il conte Mario.
— Giusto te! — disse il barone, pigliandolo sotto il braccio e tirandolo da una parte.
— Che c’è di nuovo?
— Lascia che te lo dica…, non ti avrei mai creduto tanto bambino da raccontare a tua moglie la storiella della passeggiata nel viale della Casina Verde.
— Domando scusa: io non ho raccontato nulla.
— Com’è dunque che la Contessa ha tenuto tutta la sera con me un contegno freddissimo e quasi provocante?… Ma mi sta bene, oh! mi sta bene.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Prima o poi dovevo aspettarmelo!;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Per vivere d’amore e d’accordo colle mogli degli amici non bisogna avere nè occhi nè orecchi…
— Ma insomma, levami un tormento dall’anima: che cosa c’è di vero in questi ritrovi alla Casina Verde?
— A me lo domandi?";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Per me la credo una calunnia: ma se fossi nei tuoi piedi, tanto per tranquillizzarmi, saprei che cosa fare…
— Lo so anch’io… e ti prometto che domani lo farò… e abbisognando lo farò anche doman l’altro… e anche quell’altro…, e guai se una volta ce li trovo insieme!";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Il barone Cinagri, quella sera, prima di uscire dal club, mandò un bigliettino alla ballerina Sternach.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Il bigliettino diceva così:
«Cara biondina,
 
«Domani, fra le due e le tre, dopo mezzogiorno, il merlo sarà sul viale della Casina Verde.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Non ho bisogno di dirti altro, perchè il resto lo sai da te.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Il tuo biondo .»
La mattina seguente il conte Mario si alzò tardissimo.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Aveva la fisonomia abbattuta, l’occhio smarrito, i pomell! del viso rossi infiammati.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Chiamato il servitore, gli disse:
— Fatemi venire una vettura chiusa: intendiamoci bene: chiusa.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Quando la vettura fu dinanzi alla porta, il Conte, tutto rimbacuccato in un immenso paletò, vi entrò dentro, gridando al cocchiere:
— Vai!
— Dove?
— All’inferno!";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Il vetturino capì l’antifona e assestando un colpo di frusta sulle costole sonanti del suo ronzino, disse ridendo:
— Allegri,";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Bastiano! i matti per il solito pagano bene!;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Ma se Mario soffriva, la povera Contessa non stava meglio di lui.;no;no ;no;no;;
