doc_id;text;DD;DI;DIL;Soliloquio/Flusso di coscienza;
Negri_Ada-Le_Solitarie-1917.txt;Poi divennero pallidi.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;E non si dissero niente.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Sí, la solita, l'eterna parola si dissero, cogli occhi.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"E seguitarono il cammino, lei tormentando il manico dell'ombrello, lui tirandosi dietro la bicicletta come un buon cane pel collare.
  Intorno era silenzio: il quieto silenzio dei giardini dello Zürichberg, che pare soffochino sotto la lussureggiante verzura le villette troppo piccole, vestite di piante rampicanti.
  I peri e i pèschi avevan finito di fiorire; i cotogni, piú tardivi, erano tutti una nuvola bianca e rosea, e continuavano in terra l'aspetto del cielo, velato di nubi leggère; moventisi, sovrapponentisi in taciti cumuli. – Uno scoppio di vegetazione, una pletora di linfe.";no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Terrazze chiuse da vetri colorati, coperte di glicini dai fittissimi grappoli, d'un viola quasi grigio: alberi di serenelle, carichi piú di fiori che di fronde, in un'armonia delicata di ametista, di lilla, di bianco latteo: biancospini, azalee, e le piogge d'oro dei citisi, a trabocco dalle basse cancellate dei parchi: e verde, verde, verde di tutte le sfumature, solo interrotto dai solchi delle stradette uguali, perdute l'una nell'altra, a somiglianza dei viali d'un labirinto.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Nella sua veste primaverile,;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Zurigo, dove Antonella era nata da genitori italiani, e Petruccio aveva conosciuta, la sua «Gioietta», diceva ai due bellissimi adolescenti:;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Sí, sí, avete ragione d'essere giovani e di volervi bene.
  La prima a trovar la parola fu Antonella.
  — Peccato che i peri non abbiano piú fiori, adesso! – (E le tremava la, voce, quasi davvero fosse un gran lutto per lei, che i peri non avessero piú fiori.) – Te ne ricordi, che meraviglia, due settimane fa?";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Neve: neve odorosa...
  — Sí – rispose Petruccio. – Ma non son belli anche questi?";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Guarda,;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Gioietta.
  E colse da un ramo di cotogno due o tre campanelline rosee.
  Gli uccelli saltabeccavano sui loro passi, senza paura.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Un passerotto faceva comodamente, ai loro piedi, il suo bagno di terra calda, tuffandosi con voluttà nella sabbia, scotendola intorno col raspar delle zampette e il frullar delle ali.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Si sentirono simili a quegli uccelli, a quei petali di cotogno, perduti nella primavera.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Non tanto però, che la realtà d'ogni giorno non premesse loro l'anima.
  Dietro le profumate nuvole dei fiori, dietro il turbamento ineffabile del giovanissimo amore,";no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Antonella intravide due devastati volti, riudí due voci fischianti a fionda:;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Petruccio ritrovò l'eco del pianto di sua madre – una pallida signora milanese, venuta da un anno a Zurigo col pretesto apparente d'avviare il figlio agli studî d'ingegneria, col vero scopo d'ottenere la cittadinanza svizzera per divorziar dal marito, che, sul limitare della cinquantina, aveva perduto la testa per un'attrice di cinematografo.
  Vibrarono, nel pensiero comune; e la comune sofferenza li serrò piú vicini.";no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Tanto, non passava un'anima: non vivevano, in giro, che i passeri e gli alberi.
  — Ebbene,";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Gioietta, sempre malinconie, nella casa?
  — Sempre.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"E da te?
  — Sempre.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Mamma scorre le sue giornate, ormai, negli uffici degli avvocati.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Intanto dimagra, si affila, s'inasprisce, perde il sonno e la salute.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Quando è a stremo di forze si aggrappa a me, e geme sulla mia spalla: (io sono tanto piú alto di lei!) «Mi resti tu solo, mi resti tu solo!»
  — Poveretta!
  — È da compiangere, sí.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Ma non potrebbe, invece di accanirsi nel rancore, considerar la follia, certo passeggera, di mio padre, come una malattia terribile dalla quale si esca o morti, o purificati? È cosí difficile compatire? è cosí difficile perdonare?;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Io dovrò lavorare, viaggiare, farmi una posizione, una famiglia.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Non potrò sempre starle accanto.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Che farà, quando rimarrà sola?
  — No,";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Petruccio.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Forse non si può sempre perdonare.;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Forse si giunge, talvolta, al punto dopo il quale il perdono non è piú possibile...;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Li vedi tu, mio padre e mia madre, in pace?;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Ah, la discordia! È una cosa atroce.;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Una volta almeno avevano il pudore della mia presenza.;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Ma già da un pezzo non mi sentono piú, non ascoltano che il loro grido.;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Se l'un dei due non ammazza l'altro, è perché non potrebbe continuare a vivere senza aver sotto le mani l'oggetto della sua passione.;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Ma io non so aiutarli.;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Anche tu non sai aiutar la tua mamma.;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Io penso a te mentre si accapigliano: a te, a te,;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Petruccio.;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Disgraziati che sono!;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;"Petruccio, bisogna salvarmi, bisogna che ci salviamo insieme...
  Il consapevole visino pallido, levato supplichevolmente verso di lui, aveva tanta dolorosa grazia che il giovine ne tremò.";si;;;;
Negri_Ada-Le_Solitarie-1917.txt;"La bicicletta fu appoggiata contro una siepe di biancospini: le mani si strinsero, gli occhi si bevvero.
  — Ma noi ci sposeremo, non è vero? quando io sarò ingegnere.";si;;;;
Negri_Ada-Le_Solitarie-1917.txt;E staremo sempre vicini, e ci vorremo un gran bene, e le cose tristi saranno dimenticate...;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;"Gioietta!
  — Senti,";si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Petruccio.;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Vorrei dirti una cosa che, se ci penso, mi fa male al cuore.;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Noi non amiamo, come dovremmo, nostro padre e nostra madre.;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Di chi è il torto?;si;;;;
Negri_Ada-Le_Solitarie-1917.txt;"Chi ha mancato? noi, o loro?
  La risposta non venne.";si;;;;
Negri_Ada-Le_Solitarie-1917.txt;Era già scritta, inappellabile, nei cuori.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Per proprio conto essi entravano nella vita, mettendo l'amara esperienza a servizio della propria felicità.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;L'esistenza era per loro.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Era piena di fiori e di frutti.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Tanto peggio per chi restava indietro, per chi aveva sciupato l'amore, lasciato disseccare i rami, morir le radici, isterilire il campo.
  Ella si mosse
  — Per carità... È tardi.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Nellie mi aspetta.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Devo affrettarmi.
  — Non ancóra! non ancóra!
  Avevan ripreso a camminare, lei, lui e la bicicletta, fra un aereo svolare di petali a un improvviso alzarsi del vento.
  Si susurravano, ora, piccole fanciullaggini senza nesso, senza senso comune.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Tornavano bambini.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Intorno, tutto era appena nato.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Un pettirosso li guardava, da un ramo di mandorlo.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Un ragazzetto passò, col grembialino pieno di bacche vermiglie.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Aromi a zaffate, d'una dolcezza amara, venivano dal traboccante rigoglio delle glicini.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Da qualche nuvola, a capriccio, cadevano rade, intermittenti gocce.
  — Hai un cappellino nuovo.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Ti sta bene.
  — L'ho guarnito da me.
  — Ci vai, domani, a scuola?";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Io passerò alle sedici, tornando dal Politecnico.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Aspettami.
  — Mi fermerò un minuto sull'angolo di Rämistrasse.
  — Ma non ti mettere, sai, quell'orribile giacca sciolta color mattone, colla cintura bassa.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Non voglio. È troppo ardita.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Tutti ti guardano...
  — Geloso!
  — Cattiva!
  — Tu, sí, sei cattivo.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Ne vuoi la prova?;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Hai il labbro inferiore che sporge, e i denti aguzzi, da gatto, troppo bianchi.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Sei cattivo, sarai un marito violento, mi farai scenate tiranniche, ed io allora...
  — E tu, allora?";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Tu che cosa?;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Tu piangerai, e mi amerai lo stesso.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Hai capito?
  Le aveva afferrato il polso, l'aveva attirata a sé, ridendo, ma dominandola col torace ampio, con lo sguardo appassionato.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Si compresero, impallidirono, nella súbita angoscia del ricordo familiare.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Ebbero in quell'attimo la coscienza che il loro fresco amore racchiudeva qualcosa di ben piú grave dei soliti capricci d'adolescenza, nati e morti in un soffio: un bisogno d'armonia, prepotente come quello del pane e dell'acqua: un desiderio d'avviticchiarsi alla creatura necessaria, di mantener sempre viva la fiamma, di sentirsi immuni dalla contaminazione della discordia che avvelenava le loro case.
  — Adesso basta.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Adesso va.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Il villino di Nellie è a dieci minuti di distanza.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Potrebbero vederti.
  — Addio, mia piccola.
  — Addio, mio signore.
  Il dolce appellativo di antichi tempi cavallereschi sbocciò come un fiore sulle belle labbra gonfie di giovinezza.
  Come un fiore, e come un bacio.
  E Antonella si allontanò leggera all'ombra d'oro dei citisi, violacea delle serenelle; e Petruccio discese dall'opposto lato, sul suo rapido cavallo d'acciaio.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;L'animo d'entrambi era consolato: era una foglia nuova, che brillava al sole, ancora tutta intrisa di pioggia.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"IL CRIMINE
  Il primo tocco della messa dell'alba non era ancora suonato, quella domenica, e già Cristiana scendeva la scaletta di legno che univa la sua camera alla cucina.";no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Ma trovò il fornello già acceso; e, quantunque tazze e piattini fossero allineati in ordine sulla rastrelliera, e il barattolo dello zucchero al solito posto, s'accorse, dall'aroma sparso nell'aria, che la vecchia suocera aveva già preso il caffè, di soppiatto.
  I peccati di gola, costei li commetteva tutti di soppiatto.";no;no;si;no;
Negri_Ada-Le_Solitarie-1917.txt;Per non avvezzar male la sposa, diceva.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;A volte era pure avvenuto che, udendo il passo di Cristiana all'uscio mentre stava sorbendo un uovo fresco, presto presto aveva cercato di nascondere il guscio fra il proprio dorso e lo schienale della sedia.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Ma, pochi minuti dopo, s'era alzata per le sue faccende, dimentica del sotterfugio; e il guscio infranto, schiacciato e viscido di giallume era apparso agli occhi beffardi di Cristiana.
  La bella donna si sentiva, quella mattina, salire alla gola gli impeti di nausea che l'avevan tenuta insonne buona parte della notte; e l'aroma del caffè la faceva quasi svenire ma, come al solito, per fierezza, non osò chiederne un sorso.
  Avvicinatasi alla credenza, ne trasse una scodella di minestra della sera innanzi, e tentò ingoiarne qualche cucchiaiata; ma non poté.";no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Lo stomaco si rivoltava al gelido cibo salato.
  Si ravvolse il capo in una sciarpa nera; appena volgendo gli occhi verso la vecchia, disse, con voce dura:
  — Vado a messa.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Buon dí.
  — Buon dí – rispose la suocera, seduta a mondar legumi sul balcone di legno, dall'altezza del quale lo sguardo spaziava su un'infinita ondulazione di colline e pianure, che nell'ombra incerta parevano grige, sotto un cielo grigio e rosa.
  Ella era ancóra fresca e maestosa, malgrado i suoi settantacinque anni: con una gran fronte convessa, la pelle tesa, le braccia legnose, aspre di nodi, e una bocca rientrante, serrata, che sola diceva la vita trascorsa in durezza implacabile di fatica, in esercizio implacabile di virtú.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Fatica e virtú ch'ella esigeva nei figli e nelle mogli dei figli; senza indulgenza per sé, senza indulgenza per gli altri.
  Seguí coi piccoli occhi freddi l'uscir della nuora, stringendo le labbra e tentennando il capo, per sospetto, o per inquietudine, o, semplicemente, per tremito senile: poi, si rimise a mondare legumi, biascicando preghiere.
*
  Cristiana camminava senza affrettare il passo, a testa alta, con l'innata dignità di portamento che in paese l'aveva fatta soprannominare «l'Imperatrice».
  Era di corpo scultorio; e bella, se alla bellezza non nuoce la durezza altera dell'espressione.";no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Il suo grave profilo s'intagliava pallidissimo nell'ombra della sciarpa nera.
  Come prevedeva, lungo la strada non incontrò nessuno.";no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"La chiesa era un poco lontana dal canton Prelle dov'ella abitava; e tutti i Prellesi, naturalmente, preferivano andar piú tardi, alla messa cantata, per aver agio di dormire.";no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Sul viale di Sabbiarossa, fiancheggiato a sinistra dalla collina vitifera, a destra da un filare di acacie fiorite, s'appoggiò ad un tronco, oppressa, con la bocca livida: il conturbante profumo dei bianchi corimbi le faceva mancare il respiro.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Pure cercò di vincersi; e continuò, piú rapida, il cammino.";no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Presso una cava di marmo, fibrosa e spasimosa come lacerazione in corpo vivo, le si drizzò davanti l'uomo che aspettava, sbucato dalla capanna dello spaccapietre.
  Entrambi strisciarono dietro la casupola, e rimasero addossati alla parete di legno, di fronte al ripido fianco del colle, spaccato dal piccone.";no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Qualcosa del muto tormento di quei macigni si rifletteva sul viso di Cristiana; ma l'uomo, – un magretto dai piccoli baffi, dal profilo femmineo – se ne stava freddo, come noiato.
  — Che vuoi?...";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Di', presto.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Qualcuno può passare e scorgerci — mormorò lui.
  Ella esitò un momento, lottando con la parola che la feriva prima d'uscire di bocca: poi disse:
  — Ciò che temevo è vero.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Dubitare non posso piú.
  Un silenzio seguí, durante il quale i due volti fissi l'uno nell'altro ebbero lo stesso color cinereo, la stessa immobilità.
  — Che debbo fare?";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Mia suocera se ne accorgerà, ben presto.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Giacomo torna da Buenos Aires fra quattro mesi.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Se tu non mi aiuti, io fuggirò, chi sa dove! prima che lei mi svergogni, prima che lui mi ammazzi.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Che debbo fare? dimmelo tu...
  — Ne sei proprio sicura? – balbettò il giovine.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;E parve rimpicciolito, con lo sguardo incerto e sfuggente di chi respinga una responsabilità che lo spaventi.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Cristiana lo affrontò, lo investí.
  — Verrei forse a raccontarti questo, se non ne fossi sicura?";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Ascoltami, rispondimi.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;M'hai pur detto tu, me l'hai detto tante volte, che mi volevi bene.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Dunque... è adesso, vedi, che me lo devi provare.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Tu sei buon meccanico, io non mi stanco al telaio.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;In Francia, in Svizzera, in America, dove ti pare.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Ti è cosí doloroso lasciare i tuoi?;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Per me sola devi essere, ora.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Dimmi di sí.
  Gli si stringeva addosso, attanagliandogli gli omeri con le forti mani, avvezze al lavoro; ed era lei l'uomo, tutta muscoli e volontà.
  Egli sfuggí alla stretta, e torse la faccia: il fiato della bella donna, acido e greve pel disordine dello stomaco contratto, lo aveva fatto dare indietro.
  — Càlmati: aspetta: forse t'inganni.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;La paura fa di questi scherzi.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Come vuoi ch'io possa allontanarmi ora dal paese?;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Mia madre è malata di fegato, lo sai.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Parleremo fra qualche giorno, con maggior quiete.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Vien gente dalla cascina alle Vigne, non vedi?;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Il sole è già alto.
  — Ma che debbo fare? che debbo fare? – ripeteva l'altra, con la monotonia dei maniaci.
  — Oh, perdio!";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Sai che cosa ti voglio dire?;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Voialtre donne avete tanti mezzi, infine!;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Non deve nascere: ecco.
  Cristiana lasciò cader le braccia e lo guardò come si guarda un pazzo.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Poi si mise a ridere, piano, a scatti.
  — Ho capito – disse. – Addio, eroe.
  Sempre guardandolo in faccia, mentre egli se ne stava immobile, indietreggiò di qualche passo, e girò l'angolo della capanna; poi si diresse, d'impeto, verso il villaggio, senza piú curarsi di lui.
  Nel subitaneo oscuramento delle facoltà, nella tenebra in cui l'anima brancolava, l'istinto guidava i suoi passi, come una mano ignota, ma sicura ed imperiosa, conduce quelli d'una cieca.
  Liberarsi.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Glielo aveva consigliato il suo amante.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;La parola, senza suono, ma pregna d'un significato terribile, batteva batteva alle sue tempie, col picchiar sordo, uguale, incessante del martelletto, d'una macchina.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Liberarsi.;no;no;si;no;
Negri_Ada-Le_Solitarie-1917.txt;Del vivo e del non ancor nato, nel medesimo tempo.;no;no;si;no;
Negri_Ada-Le_Solitarie-1917.txt;Si vergognava di portar nel grembo l'impronta di colui, che non la voleva.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Piú del terrore d'uno scandalo, poteva su di lei quest'onta segreta.
  Eppure, come lo aveva amato!
  Quasi con rabbia, tanta era la passione.";no;no;si;no;
Negri_Ada-Le_Solitarie-1917.txt;"Ed egli, con che fame e con che furia s'era gettato su di lei, lungo i margini e dietro i macchioni delle complici scorciatoie!
  Femmineo, in apparenza; ma solido, temprato, con denti a sega capaci di ben mordere, con mani salde capaci di ben scrollare.";no;no;si;no;
Negri_Ada-Le_Solitarie-1917.txt;E quel suo ridere, un po' gutturale!;no;no;si;no;
Negri_Ada-Le_Solitarie-1917.txt;"E quel suo modo di mormorarle sulla bocca: «Adesso ti prendo, ti prendo...»
  Basta.
  La forza incomposta, che nell'adolescenza l'aveva tante volte spinta con sassi e contumelie contro i compagni di scuola e di fabbrica, piú robusti di lei, con la sfida sulle labbra: «Non ho paura, io!» la rivolgeva e la premeva, ora, contro la piú gelosa parte di se stessa, affinché il segno dell'uomo estraneo venisse disperso.
  Dietro il vicolo de'";si;no;si;no;
Negri_Ada-Le_Solitarie-1917.txt;Fabbri, proprio all'entrata del villaggio, stava aggruppato un nodo di casupole lebbrose, con finestrelle scompagnate, con ballatoi di legno marcito, fra un insopportabile odore di stalla e truògoli.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Cristiana infilò un uscio, scese uno scalino e si trovò in una stanza piú bassa del livello della via, mobiliata d'un lettuccio, d'un canterano, di due cassapanche e d'un'infinità d'immagini sacre a colori vivissimi.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Una vecchiarda, seduta su una panca presso l'unica finestra, non si alzò nemmeno, al comparire dell'Imperatrice.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Si accontentò di volgere verso di lei la testa calva, la faccia senza sguardo, di marmo giallo, che dimostrava cent'anni.
  — Deo gratias.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Che vuoi?
  Cristiana non rispose: rimase addossata allo spigolo.
  — Chiudi la porta a chiave, allora – disse la vecchia.
  Quando fu fatto, chiese, tranquilla:
  — Dunque?
  Penosamente, confusamente,";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Cristiana si mise a parlare.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"L'altra la lasciò dire e dire, come se nemmeno l'ascoltasse; ma, quando la voce si ruppe in singulti di supplica angosciosa, crollò il capo, facendo segno di no, di no, di no.";no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Fu un lungo combattere, fra quella singhiozzante preghiera e quel diniego muto.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Esausta,;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Cristiana si lasciò cadere a terra, tutta in un gomitolo, con un gemito lungo di cagna.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Solo allora vide la vecchia levarsi a fatica (e non la vide piú alta di quando era seduta) e strisciar sulle ciabatte fino ad un usciolo che richiuse dietro di sé.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Per qualche tempo (dieci minuti? un'ora?) silenzio.;no;no;si;no;
Negri_Ada-Le_Solitarie-1917.txt;L'usciolo si riaperse: le mani adunche stringevano una boccetta, piena d'un liquido scuro e denso.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"E la porsero a Cristiana, mentre la sdentata bocca susurrava:
  — Bere in tre volte: bada bene: in tre volte, a digiuno, all'alba.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Poi lavorare, mangiare, camminare, come se nulla fosse.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Qualunque cosa accada; tacere.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Lo faccio per te, perché mi fai compassione.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Hai capito?;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Dieci franchi.
  — Ne ho cinque.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Porterò il resto.
  Cristiana trasse di tasca un fazzoletto, ne sciolse una cocca annodata, donde uscí una carta bisunta, che pose sul canterano.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Nello stesso fazzoletto nascose la boccetta, e rimise il tutto in tasca; poi, con un tacito cenno di grazie e di saluto, ritrovò la porta.";no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"La vecchiarda non la seguí neppure, co' suoi occhi bianchi: tornò, impassibile, a sedere presso la finestra, nascondendo il biglietto da cinque lire fra la camicia e la veste.
  Ma altri occhi Cristiana doveva affrontare, sulla soglia della propria casa: scrutatori, e astuti, e nemici; gli occhi della suocera.
  — Di dove vieni?";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Bada, lo so che non sei stata in chiesa, alla prima messa.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Me l'ha detto la Falletta.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Sta attenta,;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Cristiana.;si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Io sono di guardia.
  Molte volte le dure volontà delle due donne s'eran date di cozzo; e l'una aveva fatto fronte all'altra, senza che la vittoria rimanesse ad alcuna.";si;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Ma, quel mattino,;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Cristiana non ebbe forza di rispondere.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;La madre le si drizzava davanti, al suo posto di custode della casa e dell'onore, inattaccabile nella vita rigidamente chiusa fra il focolare e l'altare, degna del comando e del giudizio, perché degna di rispetto.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"E tacque; e salí, rapida, la scala.
  Giunta nella sua camera, si strappò la boccetta di tasca.";no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Il chiavistello dell'uscio non chiudeva bene: la madre, col suo passo cauto, reso sordo dalle pantofole a grossa suola di corda, avrebbe potuto entrare improvvisa.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;Che fare?;no;no;si;no;
Negri_Ada-Le_Solitarie-1917.txt;La testa le girava.;no;no;no;no;
Negri_Ada-Le_Solitarie-1917.txt;"Le si sfasciava la spina dorsale.
  Ebbe, allora, un momento di follia: stappò la bottiglietta, e bevve a gorgozzule il giallastro liquido, che le arse il palato e la faringe.";no;no;no;no;
