author,work,year,doc_id,text,DIL,DIL_Sonnet,DIL_gpt_5_2
Caccianiga,,,Caccianiga_Antonio-Il_Bacio_Della_Contessa_Savina-1888.txt,"Sentivo dentro di me un bollore di sensazioni diverse, mille desiderii confusi, aspirazioni e bisogni contrari, e dovevo rinunziare ad ogni cosa. Amori sublimi ed eterei.... amplessi positivi e terreni, idealismo e realismo.... contessa e mugnaia, tutto m'era interdetto. La prima era troppo alta.... la seconda troppo bassa!... e così la sorte mi condannava a girare intorno al mio asse, sempre ad eguale distanza dal sole e dalla luna, perduto negli abissi dell'universo come un bolide.",yes,yes,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Aurelio uscì sotto il porticato, e si diede a percorrerlo da un capo all'altro, meditando. Una sorda inquietudine si moveva dentro di lui: le confidenze fatte da Flavia all'avola, le strane previsioni che questa n'aveva tratte, le punture benevolmente sarcastiche di lei turbavano profondamente il suo spirito, sempre vigile e sospettoso. ‒ Che c'era dunque già di segreto ne' suoi rapporti con la signorina Boris, perchè egli si sentisse offeso solo al pensiero che una terza persona n'era venuta a conoscenza? Da che aveva origine quel sentimento quasi di pudore, che lo aveva acceso ascoltando dalla bocca dell'avola le sue gesta innocenti della giornata?",yes,yes,yes
Cagna,,,Cagna_Achille_Giovanni-Un_Bel_Sogno-1871.txt,"Questo pensiero non le passava neanche per la mente. A diciassette(21) anni la donna ama per amare; l'animo suo non ancora corrotto dal soffio delle passioni; risponde con entusiasmo alla prima parola d'amore che si sente mormorare. Per tutta la susseguente giornata Ermanno stette in preda ad un'agitazione febbrile; la musica non ebbe forza alcuna per distrarlo dalle sue dolorose meditazioni; infine dopo tanto riflettere, prese l'eroica decisione di non porre più piede in casa Ramati. - Egli aveva troppo bisogno della sua pace per non cimentarla dietro ad una folle speranza.",no,no,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Anzi, si volse sùbito verso Luisa, e si diede a parlarle di cose indifferenti, con un po' d'alterazione nell'accento e nei gesti.
‒ Avevamo deliberato di far due passi fino a Ceresolo; ‒ annunziò la signora Boris. ‒ Di giorno non si può uscire, per il caldo. Se non si approfitta della frescura della sera....
‒ È vero, non ci si muove più, ‒ s'affrettò a dire donna Marta. ‒ Io, per esempio, non so da quanti giorni resto chiusa in palazzo. Si rivolse quindi ad Aurelio, e chiese sorridendo:
‒ Se andassimo anche noi fino a Ceresolo?...
‒ Veramente ‒ mormorò il giovine, angustiato dalla proposta; ‒ mi pare un po' lunga la strada per te....
‒ Ma chè!",no,no,no
Bersezio,,,Bersezio_Vittorio-La_Testa_Della_Vipera-1896.txt,"L'uomo dissimulò il suo malcontento, e rispose facendo correre qua e là lo sguardo de' suoi occhietti inquieti: - A me importa di quel che dirà la gente!... Ma pure verrò. - Subito? - Sì. - Con me? - No, sarebbe villanìa partire senza una parola ai compagni. D'altronde ho qualche impegno...",no,no,no
Castelnuovo,,,Castelnuovo_Enrico-Il_Fallo_Di_Una_Donna_Onesta-1897.txt,"Gli è che siete pallida, che avete gli occhi pesti, che sembrate stanca, affranta.... - Oh insomma, corvo dalle male nuove, volete finirla? - ella interruppe alzandosi dalla sedia e avvicinandosi alla finestra. Egli pure si alzò e la seguì, le cinse amorevolmente con un braccio la vita, e poich'ella tentava ritrarsi - Non abbiate paura - le disse. - Dovreste esser persuasa che la mia affezione per voi è altrettanto disinteressata quanto profonda. La Teresa assentì con un cenno del capo. - Ebbene, in nome di quest'affezione, io non vi domando oggi che una cosa sola: curate la vostra salute.",no,yes,no
Dasti,,,Dasti_Luigi-La_Capanna_Del_Vaccaro_Vol1-1846.txt,"Mia carissima Carolina! E vorrai tu afflig,
gerti per questo? Credi tu che l'amor mio
quell' amore che ti ho già tante volte giurato, sia
per dileguarsi come nebbia allo spirare d'un ven
icello, se per ora avremo a separarci ?",no,no,no
Collodi_Carlo,Macchiette,1880.0,Collodi_Carlo-Macchiette-1880.txt,"Il Conte fu lì lì per proferire una parola orribile; ma si riprese in tempo. XIV
- D unque, capitano — diceva la Contessa al Torralba invitandolo a sedersi accanto a lei — dunque voi la credete una novellina?… Eppure vi sono persone benissimo informate, che mi assicurano, fra le altre cose, che Mario abbia regalato alla Selika due magnifici orecchini di brillanti…
— Non so nulla degli orecchini: so però che la Selika Sternach in questo momento è assediata dalla mattina alla sera da un vecchio principe russo.
— Oh! i vecchi si possono ingannare così facilmente!…
— Assai più facile ingannare i giovani.",no,yes,no
Viola,,,Viola_Ferretti_Emilia-A_quarantacinque_anni-1874.txt,"La contessa trovò ancora un pallido sorriso.
— Siete diffidente verso le persone della mia condizione?
— Sì, – rispose con semplicità l’avvocato. La contessa divenne pensosa e tornò a sedere al posto di prima assorta in mestissime riflessioni. Stette muta un pezzo, quasi avesse dimenticato la presenza di Marnieri o che l’esser lui presente non bastasse a toglierla a quei pensieri.",no,no,no
Rovetta,Gerolamo_Ninnoli_1882,,Rovetta-Gerolamo_Ninnoli_1882.txt,"Mai più?... - disse Lucia con un accento e una espressione che mostravano del rincrescimento sincero....
- Riparto questa sera per la Spagna.
- Ebbene, me ne dispiace molto, molto. -",no,yes,no
Barbieri,,,Barbieri_Ulisse-In_Basso-1885.txt,gli chiese Fanny.  - No - rispose il marchesino alzatosi di soprassalto dal divano su cui stava come inchiodato. Il marchesino aveva aperto l'uscio e scendeva già i gradini della scala. ,no,no,no
Lombroso,,,Lombroso_Zefora_Gina_Elena-Profili_e_paesaggi_della_sardegna-1869.txt,Com’eran più belle quelle donne che le poche signore vestite alla parigina! Com’eran graziosamente montanare! Com’era artistica quell’interpretazione dei monti!,yes,no,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Certamente piú artista nelle trine stupende, che nei disegni un poco duri. Anche i disegni, tuttavia, portavano il suggello della consanguineità: rassomigliavano a lei come certi figli, pur con linee diverse, riproducono la fisionomia della madre.
  Su ogni foglio era, con matita colorata, tracciato un fiore, o una fronda, o una gemma ancor chiusa nel leggero involucro primaverile: poi, la mano inquieta cercava, di fianco o piú sotto, di renderne, sola, la linea essenziale: amplificandola, intrecciandola a qualche altro motivo originale. Infine, la linea si determinava in figurazioni decorative, per stoffa, tappezzeria, merletto, affresco o vetrata.",yes,yes,no
Castelnuovo,,,Castelnuovo_Enrico-Il_Fallo_Di_Una_Donna_Onesta-1897.txt,"Poi, con la testa arrovesciata sulla spalliera della seggiola, con le mani conserte in grembo, s'abbandonò ai pensieri, assai più tristi che lieti, che già da quindici giorni non le lasciavano tregua. Quindici giorni! Erano passati come un lampo, e il tempo che li aveva preceduti sembrava lontano d'un secolo.",no,yes,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Non le pareva piú di camminare. Senz'avvedersene, aveva rallentato il passo. Ma i suoi piedi le appartenevano ancóra?",yes,no,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Aurelio rimase così, orfano e quasi miserabile, erede d'una secolare tradizion di grandezza, in faccia all'avvenire fosco e minaccioso. Il suo spirito si temprò nella sventura e nell'abbandono. Egli comprese sùbito che lo studio, solamente lo studio nei tempi nostri avrebbe potuto renderlo degno del suo nome e capace di riaccendere intorno a questo una nuova aureola di superiorità e di potenza.",yes,no,no
De Marchi,,,De_Marchi_Emilio-Arabella-1893.txt,"Mamma Beatrice, ansante per le scale fatte in fretta e per l'emozione, si lasciò cadere sul divano, e facendo sedere la figliuola, aspettò che questa parlasse per la prima. La Colomba e Maria sedettero sulle poltroncine davanti. Nessuna osava rompere il silenzio e tutte avevan gli occhi su Arabella.",no,no,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Era chiaro: ella lo aveva voluto affliggere, offendere, umiliare, anche a prezzo d'una bugìa. Inviperita contro il nipote, perchè era sorto in difesa altrui a ribattere le sue accuse, ella aveva opportunamente usato di un argomento ad hominem per liberarsi con un sol colpo del molesto contradittore. Il fatto in sè non era grave, ma pur troppo non era nuovo né raro: quasi ogni giorno, o per un motivo o per un altro, ella trovava il modo di rivolgergli frasi consimili, in cui sempre l'identico sprezzo insisteva, come una nota tenuta a fondamento d'accordi diversi.",yes,yes,no
Baricelli,,,Baricelli_Carmela-I_Vinti_Ovvero_Il_Genio_Oppresso-1907.txt,"Non una parola di più, ed era la prima lettera che essa gli scriveva, dopo che l'aveva lasciato ai piedi del suo scalone, colle parole: «Ho bisogno di riposo per alcuni giorni, aspettate che vi chiami.» Pure quel foglietto roseo, dall'odor di giaggiolo, era suo: quelle righe le aveva vergate lei; quel suo nome, di cui egli empiva tutte le carte assorbenti, l'aveva scritto lei; che poteva pretendere di piùun povero innamorato come Valerio? Egli sorrise, prese un suo foglietto aristocratico, e scrisse: «Dolce stella della mia vita tribolata, luce della povera anima mia, verrò.",no,yes,yes
Saluzzo,,,Saluzzo_Roero_Diodata-Novelle-1830.txt,"Se m'ingannò la sfuggevole fantasia, sanami tu il pensiero agitato, ma se veracemente parlò la coscienza dei trascorsi eventi, chiedi, ed ottienmi tu ch'essa taccia, e non sorga invano dove nulla posso operare». Beatrice l'udiva, bassa la fronte, incrociate le mani, mentre egli seguendo narrava siccome agitato da torbidi sogni aveva poc'anzi udito suonare nella valle il canto degli spenti che domandava pietà. Né poteva la sventurata rispondere, né muovere passo, e soltanto ripeteva sommessamente: «Pietosissimo Iddio! non lasciare ch'egli mi chieda ciò che non potrei concedere senza morire!",no,yes,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Come, come aveva osato persuadersi e compiacersi d'una simile supposizione? Non amava dunque sua madre? Non amava quella povera creatura, legata a lui dai più sacri vincoli di sangue e di consuetudine? ‒ Sì, certo, egli l'amava, l'amava sopra ogni cosa al mondo; avrebbe dato la vita per salvarla; sinceramente, sarebbe morto felice prima di lei, pur di non vederla morire!",yes,yes,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Se i Boris non arrivavano, io pensava già di ritornarmene a Milano, e al più presto!.... anche sola. Da vero non c'è una ragione perchè io vecchia e malata m'abbia sempre a sacrificare per te che sei giovine e stai bene. Ho poco da vivere, caro mio; e, quel poco, non lo voglio sciupare stupidamente in tanta malinconia e tanta noja, per farti piacere.....",no,no,no
Emiliani,,,Emiliani_Giudici_Paolo-Beppe_Arpia-1851.txt,"Pensa e ripensa, e dice fra sé: «Ma saranno essi? Ma sarebbe mai possibile? Non ci mancherebbe altro, sanguedimmio!",yes,no,no
Capuana,,,Capuana_Luigi-Il_Marchese_Di_Roccaverdina-1901.txt,"Dopo, quando acquistai piena libertà... di fare a piacer mio, tante e tante cose erano mutate. Non vi vedevo più da un pezzo. Le nostre famiglie avevano cessato ogni relazione...",no,yes,no
Bandi,,,Bandi_Giuseppe-Da-Custoza-In-Croazia-Memorie-D-Un-Prigioniero-1866.txt,"E per vero sta bene agli uomini il giogo sul collo come basto al somaro. Accennatemi nelle istorie de' popoli un legislatore il quale abbia posto mano ad abbattere le macchine indegne della ipocrisia e della falsità, che la plebe matta non l'abbia tolto a sassate, o costretto a commentar colla sciabola le sue dottrine d'emancipazione? Mentre mi sto schiccherando queste poche pagine, la plebaglia di Palermo mette l'isola sossopra per lo sfratto intimato, e troppo tardi, ai frati che l'affamano e la tirano pel naso da secoli.",yes,yes,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Valeva forse la pena di crucciarsi per quelle futili questioni? Non aveva egli altro di meglio e di più serio da pensare o da fare? Egli richiuse le persiane, e venne a sedersi d'avanti alla scrivania.",yes,yes,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Ma vorrei cominciare dal principio... Dio, che pena! Mio marito... come dire? si serviva di me; ma non mi amava.",no,yes,no
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"E voleva subito portare in trionfo il poeta. Ma questi fe’ cenno che non aveva finito e proseguì:  
Oh, non è un’algebra  essa, del resto,  nemmeno è sanscrito,  o palinsesto.

Se studiar vogliasi  con attenzion,  per tutti facile  arte è il pallon.
“Bene!” gridarono i dimostranti “portiamolo in trionfo!”
“Un momento,” disse Fagiolino “c’è dell’altro.”
Ottenuto il silenzio, riprese: 
Del calcio chiamasi  quello più usato,  del calcio libero  l’altro è chiamato.

Per essi nutronsi  forti passion,  ché graziosissima  arte è il pallon. Un uragano di applausi coronò la lettura di questi versi e già coppie di ascoltatori intrecciavano le mani, per farne seggiolini su cui portare in trionfo il poeta.",no,yes,no
Dandolo_Milly,Il_figlio_del_mio_dolore,1921.0,Dandolo_Milly-Il_figlio_del_mio_dolore-1921.txt,"La sera, quando sedeva dopo cena sotto la lampada, mentre suo padre leggeva e sua madre lavorava, alzava ogni tanto la testa, di colpo, guardava sua madre, poi suo padre, come per dire qualcosa, pallida, con le labbra semiaperte; poi guardava ancora sua madre; davanti a quel viso patito e grave l’espressione del suo viso si raddolciva, la bocca si chiudeva, la testa si riabbassava di più; pareva che non potesse parlare davanti a sua madre; a chiunque, a tutti, ma a sua madre no! Aspettava; i giorni passavano e il suo viso dimagrava, come se l’anima le togliesse a poco a poco la vita. L’estate era soffocante: ella soffriva il caldo in modo tale che non aveva più la forza di leggere, di suonare, di camminare: le pareva che se non avesse potuto passare quasi l’intero pomeriggio a letto sarebbe morta in poche ore di stanchezza, in silenzio.",yes,yes,yes
De Amicis,,,De_Amicis_Edmondo-Cuore-1886.txt,"Io gli diedi la chiavetta perché giocasse, egli s'inginocchiò a giocare, e non levò più la testa. Non l'avevo mai visto contento così. Sempre diceva: - Scusami, scusami, - a ogni proposito, facendoci in là con le mani, perché non fermassimo la macchina, e poi pigliava e rimetteva i vagoncini con mille riguardi, come se fossero di vetro, aveva paura di appannarli col fiato, e li ripuliva, guardandoli di sotto e di sopra, e sorridendo da sé.",no,yes,no
Capuana,,,Capuana_Luigi-Il_Marchese_Di_Roccaverdina-1901.txt,"Hai tolto la vita a una creatura umana, hai fatto morire in carcere un innocente, e volevi goderti in pace la vita quasi non avessi operato niente di male! Ma lo hai visto: c'è stato sempre qualcuno che ha tenuto sveglio in fondo al tuo cuore il rimorso, non ostante tutto quel che tu hai fatto per turarti gli orecchi e non sentirne la voce. E questo qualcuno non si arresterà, non si stancherà, finché tu non abbia pagato il tuo debito, finché tu non abbia espiato anche quaggiù!...».",no,yes,no
De Roberto,,,De_Roberto_Federico-L'Imperio-1929.txt,"Così ella era uscita dal Menestrello, dall'antro dove, per sua disgrazia, l'avevano attirata: antro, sì, con quale altro nome chiamarlo? Se ne appellava a Vietri: ""Voi che ci siete capitato, dite se è vero, se un galantuomo può restare in compagnia dei briganti..."" se ne appellava ai deputati vecchi i quali conoscevano quei ricattatori, raccontava cose vituperevoli che colmavano di sdegno l'animo di Ranaldi. Sfogandosi, la scrittrice aveva smesso di mangiare: il principe le presentò un piatto di paste perché si facesse la bocca dolce.",yes,yes,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"L'altra, no. Fuggiva, fuggiva dal controllo dispotico delle consuetudini, dei doveri. Avrebbe potuto fuggire da se stessa?
  S'era lasciata alle spalle la piazza del Duomo: rasentando, senza guardarlo, il possente fianco del tempio, aveva infilato il Corso, tra una fiumana di gente e un barbaglio di lumi elettrici.
  Lo smarrimento della stanchezza ingrandiva i suoi occhi fissi.",yes,yes,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Il proposito di rimettersi assiduamente al lavoro lo riempì di tedio e di freddo. L'imaginazione d'un possibile avvenire di gloria si trasformò subitamente in una visione certa di morte. ‒ A che avrebber dunque servito i suoi studii, le sue fatiche, le sue opere? E che cosa avrebbe potuto fare egli, solo sconosciuto povero fiacco, contro l'onda immane dei preconcetti, degli appetiti, delle ambizioni d'una folla innumerevole?",yes,yes,yes
Collodi_Carlo,Macchiette,1880.0,Collodi_Carlo-Macchiette-1880.txt,"Beati coloro che sanno scegliere la più corta e la meno noiosa!…
IV
U n altro dei tre amici del conte Mario, era il barone Cinagri, giovinetto bello come un Antinoo, leggiero come un dividendo della Banca del Popolo, povero nelle barbe come un municipio italiano. La statura forte e ben quadrata, la lingua sacrilega e tagliente, e, in ispecie, quell’aura popolare e cortigiana che accompagna quasi sempre i grandi rompicolli in mezzo all’odierna società, avevano fatto del barone un quissimile d’orco e di mangiabambini. Tutti ne dicevano male; tutti lo avevano a noia: ma tutti, per complimento o per prudenza, sorridevano compiacentemente alle sguaiate insolenze che fioccavano dalla sua bocca.",yes,yes,no
Viola,,,Viola_Ferretti_Emilia-A_quarantacinque_anni-1874.txt,"Si guardò ancora nello specchio e si vide decrepito! Avrebbe voluto prendere quel vecchio nel cristallo e batterlo e insultarlo; quel debole, quello stolido che alla sua età non aveva saputo tacere tre brevi parole! Eppure l’amava, l’amava.",yes,yes,yes
Bandi,,,Bandi_Giuseppe-Da-Custoza-In-Croazia-Memorie-D-Un-Prigioniero-1866.txt,"Fervorini, responsori, indulgenze plenarie, e tutto al più i numeri del lotto divinati nell'estasi onniveggente della preghiera! E i poveri gonzi per amore di questi bietoloni si mettono a repentaglio d'avere il malanno, e fanno quanto non farebbero se uno stormo di tedeschi ladri venisse a rubare loro e le mogli e le figlie! Strana contradizione, ma pure inevitabile, perchè gli uomini nascano cogli instinti della bestia, e bestie durino mentre non li rendano pietosi e ragionevoli i sapienti istituti della filosofia e della civiltà.",yes,no,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Solamente l'acuta gola di Mergozzo, aperta incontro a Cerro, si vedeva inabissarsi verso le lontananze dell'orizzonte: e il suo aspetto era nebuloso, fantastico, sinistro, così sommersa nel vapor violaceo tanto più denso quanto lo spazio cresceva. Aurelio, il corpo rilassato su la rigida pietra, la testa appoggiata per inerzia alla muraglia, fu preso da uno strano senso di stanchezza e di malinconia al cospetto del paesaggio cupo e grandioso. Avveniva dentro di lui una di quelle rarissime crisi d'abbattimento, che tal volta piegavano e vincevano la sua forte fibra di lottatore.",no,yes,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Ahi, miserabile carne, eternamente schiava dei proprii istinti bestiali!.. ‒ Egli ora vedeva il destino della Vita in una vasta astrazione simbolica; vedeva il gran fiume scorrere, inarrestabile, a traverso il tempo, a traverso lo spazio. Una goccia scompariva assorbita dalle sabbie: altre gocce sopraggiungevano a colmarne la minuscola lacuna, a ingrossare il corpo delle acque, che scendeva sempre gonfio, tumultuosamente, verso la foce remota e sconosciuta. Chi s'accorgeva dell'umile goccia scomparsa?",yes,yes,yes
Dandolo_Milly,Il_figlio_del_mio_dolore,1921.0,Dandolo_Milly-Il_figlio_del_mio_dolore-1921.txt,"La sua pensosa tranquillità si distraeva presto e la domanda non aveva risposta. Che gliene importava, in fondo? Ogni tanto, la sera, veniva qualche collega di suo padre.",yes,yes,yes
Barbieri,,,Barbieri_Ulisse-In_Basso-1885.txt,"Io!... - Io?... chi?... - Dio?... il destino?... il fato?... nomi vaghi.... parole che nulla dicono, convenzioni create perchè le labbra possano pronunciare una parola. Eppure ad Arturo pareva di sentire una voce che rispondesse alle inquiete domande del suo pensiero: - Io.... che ti condussi a quella taverna - Io.... che ti feci incontrare quel fanciullo - Io.... che ti avvicinai a lui!... - Io.... per cui egli è ora tornato a te colla parola del conforto sulle labbra.",yes,yes,no
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Oh, che terribile demone mi tortura! Parlate, parlate, in nome del cielo, parlate e… abbiate pietà di me!…
E riaprendo il suo gran ventaglio nero si coprì con esso il viso sempre bianco, gelido, stirato…
Maurizio credeva di sognare. Vedeva quasi con paura quella figura che andava sempre più imbrunendosi alla luce giallognola della luna, quel fantasma bello, palpitante d’amore per lui, che piangente chiedevagli amore e pietà… e forse, in uno slancio di romanticismo, di commozione, l’avrebbe presa fra le sue braccia, baciandole i capelli d’oro, gridandole: t’amo! se davanti a sé, tra le fulgide trasparenze del glauco cielo, non avesse visto un altro fantasma molto più vago di quello, dall’abito di velluto bianco a fiorami color viola, la chioma fulva, gli occhi oscuri, brillanti di fulgidissima luce.",no,yes,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"La nobiltà non aveva più alcuna ragion d'essere, se non cercava di mantenersi immune dal contagio borghese, se non sapeva conservarsi estranea e indifferente al trionfo fittizio dei finanzieri e dei bottegai. Questi eran riusciti a usurparne le ricchezze? la nobiltà, per riconquistarle innanzi tempo, non doveva, no, cedere ad essi il più sicuro de' suoi privilegi: quello del nome e del sangue. Così l'Imberido aveva crudamente asserito in uno degli ultimi articoli pubblicati su la Rivista, che tante discussioni e tante critiche aveva sollevate tra i suoi stessi ammiratori.",yes,yes,no
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"Salomone si sentì pieno di malinconia e il suo pensiero volò al paesello lontano, che aveva lasciato per una pericolosa avventura. Per quale ragione, dopo tutto? Per correre dietro a una decina di scavezzacolli, che s’eran portata via l’automobile dei pompieri.",yes,no,yes
Bini,,,Bini_Carlo-Manoscritto_Di_Un_Prigioniero-1833.txt,non ho neppur desinato! Non ho potuto veder desinare il Signore! E oramai chi sa se sono più in tempo!,no,no,yes
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"Ma il pensiero del monocolo la fece nuovamente tornare sui suoi passi, allorché si ricordò di non avere i baffi. Corse ancora alla porta “Donne”; in un’ultima titubanza, si grattò il capo perplessa e s’accorse d’avere i capelli corti. Crudele situazione!",yes,no,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"L'imagine della nonna, della sua seconda madre, ischeletrita dal morbo, disfatta dalla vecchiaja, dilaniata da continue angosce, gli si presentò d'avanti agli occhi dell'anima, come un'allucinazione. ‒ Le stimate del dolore erano omai impresse indelebilmente sul povero viso, ch'egli aveva veduto tante volte curvarsi su di lui, con tanta bontà, con sì amoroso struggimento, nei dì lontani! Certo: ella soffriva veramente durante quegli scoppii di collera ingiusta contro di lui; ed egli poteva rimanere impassibile e quasi irridere alle sue sofferenze! La nonna, la sua seconda madre si logorava di giorno in giorno, consumava in futili querimonie l'estreme energie, andava piegando a poco a poco verso la fossa; ed egli non sapeva trovar nulla in sè per renderle meno triste l'agonia, per infondere un'ultima gioja in quell'anima moribonda!",yes,yes,yes
De Amicis,,,De_Amicis_Edmondo-Cuore-1886.txt,"Quello, e non altro, egli domandava a noi in ricambio di tanto affetto e di tante cure! E ora mi pare che lo rivedrò sempre così in quell'atto, quando mi ricorderò di lui, per molti anni; e se quando sarò un uomo, egli vivrà ancora, e c'incontreremo, glielo dirò, di quell'atto che mi toccò il cuore; e gli darò un bacio sulla testa. * * *  Addio  10, lunedì  * * *  Al tocco ci ritrovammo tutti per l'ultima volta alla scuola a sentire i risultati degli esami e a pigliare i libretti di promozione.",no,yes,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Aurelio sorrise sùbito del suo stupore ingiustificato e del suo atto repentino: la sola enunciazione della cosa gli parve così enorme e quasi così assurda che assunse, nel suo spirito calmo e sereno, aspetto ridicolo.
«Che cosa buffa, la vita!» egli si disse, sogghignando e scotendo il capo: «Sposarla?! In verità, basterebbe quest'unica prospettiva a tenermi recluso nella mia camera per un anno intero!»
Il suo pensiero, abituato alle gravi meditazioni, parve sdegnare l'argomento che non era a bastanza serio e positivo; si distrasse per qualche istante nella contemplazione delle cose remote, del lento declinare dei colli dalla parte d'Arona, dove il lago sembrava allargarsi infinitamente come un mare morto. Il vento cessava: le barche calavano le vele a una a una, malinconicamente, e prendevan da lontano l'apparenza d'insetti bizzarri che camminassero a passi faticosi sul piano delle acque.",no,no,no
Rovetta,Gerolamo_Ninnoli_1882,,Rovetta-Gerolamo_Ninnoli_1882.txt,"Appena l'Aimoni ritornò tranquillamente al suo posto, Menico disse a chi lo circondava, ansando forte e ancora tremante, che era stato la vittima di un'aggressione bella e buona, e che quell'altro, per fare a lui quella partaccia, doveva essere o matto o ubbriaco; perchè, in fin dei conti, se avevano mandato al diavolo i tedeschi, era perchè ognuno voleva avere la libertà dei propri atti o per lo meno delle proprie opinioni. Ghegola, si sa, dei tedeschi non ne aveva certo mandati al diavolo per detto e fatto suo; ma intanto anche lui aveva preso parte ai plebisciti!...",yes,yes,yes
Collodi_Carlo,Macchiette,1880.0,Collodi_Carlo-Macchiette-1880.txt,"Paolo, senza neppure voltarsi, riconobbe subito che quella mano apparteneva a suo padre. Oh! la voce del sangue! Lo stupore fu grande: ma bisogna dire che lo spasimo fosse grandissimo, perchè il giovinetto, invece di restare attonito e senza parole, lasciò andare una di quelle interjezioni, che non si trovano scritte in nessuna grammatica, e che si imparano soltanto dalla viva voce dei ragazzi di strada.",yes,yes,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Ora Ellen riposava mollemente sovra il suo letto, sul cui fondo rosa spiccava il suo abito bianco, le mani incrociate sul petto, fra un nembo di rose, amaranti ed eliotropi che profumavano l’atmosfera della camera indorata dai raggi del sole - quel sole che illumina sempre con la stessa gajezza la gioia e il dolore…
La morta, bianchissima in viso, senza un muscolo, una fibra, contratta, pareva una sposa addormentata, e solo i ceri che Mary aveva disposto e acceso intorno al letto, toglievano la illusione della vita… Oh, se Maurizio avesse visto quella scena di morte, così straziante nella sua calma, si sarebbe maledetto lui, causa involontaria di tanta sciagura! Anche l’uomo inginocchiato davanti alla morta aveva il viso bianchissimo come lei. I suoi lineamenti finissimi parevano scolpiti nel marmo, e i suoi grandi occhi neri alla Romana, i piccoli baffi bruni, la sua bella capigliatura oscura, divisa ad un lato della testa da una sottile scriminatura, spiccavano vieppiù sopra la sua nivea carnagione.",yes,yes,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Donna Marta, uscita da una famiglia di borghesi intraprendenti, avrebbe voluto che Aurelio, dappoichè non era più ricco, avesse esercitata una professione lucrosa, approfittando della sua laurea in giurisprudenza e delle sue attitudini oratorie. Gli studii e il lavoro di lui eranle per ciò più intollerabili dell'ozio medesimo; e non poteva trascurare un'occasione di rammentarglielo. Mentre l'avola lo rimproverava, il giovine mangiava silenziosamente, scambiando a intervalli un'occhiata con l'amico.",yes,no,no
Rovetta,Gerolamo_Ninnoli_1882,,Rovetta-Gerolamo_Ninnoli_1882.txt,"La piazza era diventata tutta bianca e co' suoi pallidi riflessi rischiarava tristamente il vasto squallore di quella notte d'inverno. Il portico soltanto era illuminato da una lucerna che pendeva giù dall'architrave, e dalla luce viva che si diffondeva al di fuori dai cristalli delle grandi portiere del caffè. Che cosa fare?...",yes,yes,yes
De Marchi,,,De_Marchi_Emilio-Arabella-1893.txt,"""Non sai che mia cugina abbia sottoscritta una carta?"" ""Gesù, come posso saper io..."" ""Vuoi guadagnare qualche cosa subito?",no,no,no
