Testo;Sentence;DD;DI;DIL;Soliloquio/Flusso di coscienza;Note
Deledda_Grazia-Stella_d_oriente-1890.txt;"Grazie! – rispose lui stringendole la mano come la prima volta nel terrazzo di via Chiaia. – Grazie, ma dimmi, perché chiami futilissima cosa ciò che fece ricomparire la strana tristezza di prima nella tua fronte?
– Oh, la tristezza riapparve perché pensavo al mio infranto avvenire… Racconto, ma non riderti di me...";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Senti…
– Ridermi di te?";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Io?!;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Ma ti ridi tu, che sei divota, del tuo Dio?;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Tutto ciò che tu fai, anche le minime cose, mi sembrano perfettamente fatte!… – esclamò Maurizio, mentre Stella sorrideva di nuovo.
– Ecco, – mormorò, – tu parli come Licena al suo amante Vezio nel romanzo di Castellazzo!";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Ma fai male,;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Maurizio, ad innalzarmi così alto: potrei benissimo precipitare…
– Artista, artista!";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Serba, questo piedestallo per altri più degno di me, e senti questa storiella che, vedi, mi spaventa ancora…
Si mise a raccontargliela minutamente.
– Dodici o tredici anni prima, cioè quando, ancora viva la madre, abitavano nella capanna in riva all’Agri, sua madre fu colta da una fiera malattia.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Stella, che l’amava pazzamente forse perché non amava altri al mondo, si sentiva morire di dolore e chissà che cosa avrebbe dato o fatto per salvarla.
– Che cosa farò?… che cosa devo fare?… Mio Dio, mio buon Gesù,";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Madonna Santa, inspiratemi… guarite la mamma!… Ma la mamma moriva.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stella, benché piccola d’anni, era, come vedemmo nel principio del racconto, una strana creatura dall’animo forte e sperimentato.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Ricordandosi, per averla udita raccontare da sua madre che, un po’ istruita, nei bei tempi della sua fanciullezza aveva letto i più buoni romanzi italiani, - la storia di Lucia nei «Promessi Sposi» quando nel lugubre castello dell’Innominato fa voto di verginità purché venga liberata, - che fece?… Né più né meno che voto di non maritarsi mai purché guarisse la mamma… E la mamma guarì!
– Sentita da Stella la storia del voto,";si;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Maria - si chiamava così, - devota com’era fino all’eccesso, credette realmente dover la vita al voto della sua bambina, - che del resto non comprendeva neppure ciò che aveva fatto - ma si spaventò, essa che aveva amato, delle terribili conseguenze di quel voto.
– Ne consultò il suo confessore, un buon sacerdote di coscienza, forse un po’ ignorante perché semplice prete di campagna: le rispose potersi sciogliere il voto della bambina, purché essa ne adempisse qualche altro a piacere suo e di sua madre.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Un fosco lampo passò negli occhi di Maria.
– «Va bene!» disse, «il voto di mia figlia sarà di non diventar mai moglie di un nobile, ma di un figlio del popolo, sia povero o ricco!…» Il buon prete sorrise della stranezza di quel voto: forse pensava che la figlia d’una pescatrice non correva certo pericolo d’essere chiesta in isposa da un conte o da un marchese.";si;si;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;E acconsentì!;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"VI
– Quel buon servo di Dio si chiamava don Silvano e viveva in un piccolo villaggio a qualche ora di distanza da Anglona. -";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Ma perché Maria aveva dato a Stella, che aveva accettato, sempre senza capire ciò che si facesse, quel voto?;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Ecco ciò che la fanciulla non riusciva a comprendere.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Si ricordava che sua madre, prima d’allora, non le aveva mai detto di odiare i nobili; ma d’allora in poi gliene parlò sempre così male che lei, nella sua piccola, ma ardente fantasia di meridionale, si formò una terribile immagine di loro, convincendosi di mantenere facilmente il suo voto perché sicura di non amar mai i nobili!… I nobili!… Essa non li conosceva, ma sapeva come erano perché le venivano spesso in sogno, brutti, brutti, cattivi, cattivi… Quando sua mamma morì,";no;si;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Stella credette fossero stati i nobili a farla morire…
– Prima di morire Maria chiamò Stella presso di sé e appiccandole al collo un medaglione d’oro col suo ritratto in miniatura le fece giurare di aprirlo solo il giorno che avrebbe compito il ventun’anno.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stella giurò piangendo.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Allora Maria le disse con voce fioca, ma calma - come il suo viso bianchissimo - della calma della moribonda:
– «Figlia mia ti lascio sola al mondo; segui queste massime e non ti accadrà mai sventura.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Non odiare, né provocare mai nessuno: ama tutti, tutto l’Universo, da Dio al più piccolo insetto, e perdona coloro che ti offendono.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Sii sempre onesta: anteponi l’onore anche alla vita: benedici tutto e tutti, la mano che ti benefica e la mano che ti percuote. -;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Onore, amore, perdono! -;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Segui questi padri del bene e sarai sempre felice.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Prega ogni giorno per me.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Quando, fatta grande, il tuo cuore sentirà bisogno d’amore, non innalzare i tuoi occhi al di sopra di te perché ti incoglierebbe sventura.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Un giorno capirai queste parole.
– «Ricordati sempre il tuo voto: sarà per te giorno fatale quello in cui lo scorderai.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Dimentica però le odiose parole che dissi per i nobili; ama essi pure, ma non scegliere fra loro l’uomo del tuo cuore… Baciami,";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stella, e scolpisci nell’anima tua questi ultimi miei detti!;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Addio…»
– Ciò che provò la bambina, la fanciulla non rammentava bene, ma si ricordava aver davvero scolpito nell’anima e seguite le massime di Maria fino al giorno in cui erasi innamorata di Maurizio…
– Maurizio!?… Quel figlio di nobilissima schiatta, quel marchese i cui avi ascendevano in linea retta sino a Wilfrido d’Oriente, creato marchese di Santo Stefano da San Luigi di Francia, dopo la presa di Damietta, -";si;no;no;si;
Deledda_Grazia-Stella_d_oriente-1890.txt;Wilfrido l’amico del sire di Joinville,;no;no;si;si;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Wilfrido che aveva per insegna una testa d’aquila con un nastro al collo in cui si leggeva:
– “Libero, nobile e forte”?… E Stella l’amava ardentemente, dimentica completamente del suo voto!";no;no;no;si;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Ma una notte sua madre apparvele in sogno, bianchissima il volto come prima di morire, con la stessa voce fioca e calma con cui le aveva dato i suoi ultimi consigli, e le disse:
– «Stella, ricorda il tuo voto!»
– Rinnovatosi ciò per più volte,";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stella, invasa dal rimorso e dalla paura, si rinchiuse in sé stessa, decisa di non amar più Maurizio, ma ahimè! il suo amore, nonché sfumare, accresceva, rimaneva sempre là, nel suo cuore dilaniato, - ardente, crudele, fisso quale freccia di fuoco… Stella si disperò: e un brutto disegno si formava nella sua mente quando la vedemmo nel suo salottino, gli occhi fissi nel libro di preghiere, triste nell’ora triste dell’alta notte.;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Quel disegno era andarsene via da Mambrilla, lasciare i suoi genitori adottivi, e fuggir Maurizio… Maurizio che venuto in quel momento, con le sue lagrime l’aveva convertita…
– E dove saresti andata?… – chiese il giovine quando Stella finì.
– Chi lo sa?";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"In balia del destino: avevo l’idea di farmi suora…
Lui rabbrividì, poi sorrise. – Ecco, – esclamò la fanciulla, – ecco che tu, come previdi, ti ridi di me!… Eppure t’assicuro che senza l’inspirazione piombatami dal cielo allorché ti vidi cadere pallido come un morto, - e che avrebbe dovuto venirmi prima, risparmiandomi così gli atroci dolori, forse più strazianti dei tuoi, mio caro Maurizio, che provai in questi giorni, - ti assicuro che sarei rimasta irremovibilmente fedele al mio voto, alla fatale, ma rispettata ingiunzione dell’anima di mia madre…
– Ah, e questa benedetta inspirazione?…
– Eccola: ti dissi che il confessore di mia madre si chiamava don Silvano, e abitava nel villaggio di A… laggiù, dietro di Anglona.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Egli è ancora vivo benché vecchissimo…
– Ebbene?";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Ebbene?…
– Come mi sciolse dal primo voto vorrà sciogliermi da questo: in ricambio farò voto di andare a… anche a Gerusalemme, in pellegrinaggio, ma con te…
Maurizio emise un legger grido e per la seconda volta strinse la mano di Stella che si alzò dicendo: – Suonano le tre del mattino.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Ora lasciami.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Va e dormi, se pure la gioia ti lascierà dormire…
– Figurati!";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Grazie, grazie, e grazie! – Stella aprì silenziosamente la porta mormorando: – Addio,;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Maurizio: a domani!
– A domani! – E il giovine rientrò nelle sue stanze, senza pensare neanche per sogno che sua madre aveva sentito tutto.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"VII
Donna Anna aveva sentito tutto! – Ah, – pensava rientrando anch’essa silenziosamente nel suo appartamento. – In realtà! non mi ingannavo: anzi ero al di sotto del vero perché… perché non mi figuravo si amassero tanto… E ora?";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Avvisarne Francesco?;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Penserò…
E pensò per tutta la notte, ovvero per il resto della notte, e si convinse essere un’imprudenza scriverne a suo marito.";no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Ritornato don Francesco a Mambrilla ne l’avrebbe informato, preparandolo e convincendolo a ben ricevere la domanda che prima o poi Maurizio doveva fargli. – Ma ecco intanto i figli di questi tempi! – pensava la marchesa. – Pazienza per Stella, ma lui,;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Maurizio, non dirmi mai nulla, neppure una parola!;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;E sì che, sapendo non esser io nata nobile, non doveva temere di spaventarmi con l’idea di quel matrimonio!… Aspettiamo.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Forse in questi giorni!… – E aspettò.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Compiendo Stella gli anni verso la fine di settembre, ogni anno i d’Oriente davano una festicciuola, splendida, nel loro piccolo cerchio: tutte le amiche e gli amici di autunno, di Anglona e delle ville vicine alla Mambrilla, ci venivano in eleganti e sfarzose toelette, e portavano bei rigali alla bellissima dea della piccola festa.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Quell’anno trovarono Stella anche più bella di prima, il sorriso splendido e gli occhi scintillanti di gioia, e quando all’ora del pranzo, entrò nella sala addobbata a rose, dalle mense preparate regalmente - vestita con un abito da pranzo, di faglia francese, il corsetto allacciato dietro, ricamato di spinetta d’argento, guarnito di pizzo bianco, le maniche corte aperte sotto al braccio, fermate da un ricasco di nastro, la gonna a strascico, dal paneggiamento ricamato, tutto pizzo e nastro, tutto color paglia e argento, - coi capelli d’oro sostenuti da un mezzo diadema di argento, - gli uomini l’applaudirono e le donne si guardarono attorno con uno strano sorriso.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Forse era ammirazione, forse invidia, quella piccola invidia femminile che si nasconde sotto un sorriso forzato precisamente come i piccoli serpenti sotto i fiori…
Per tutta l’ora del pranzo Stella sola fu l’oggetto dei lunghi sguardi dei convitati, dei loro complimenti, dei loro sorrisi, forse anche dei loro cuori.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Essa non era vana, no, tuttavia accorgendosi essere la regina della festa in tutta l’estensione del termine, provava ogni tanto strani sussulti, forse involontarii, ma che sfumavano in sorrisi che potevano dirsi di disprezzo… Si è che si ricordava d’essere figlia di una povera pescatrice, figlia del più basso popolo, - il popolo che vive giorno per giorno del sudore della sua fronte, - così disprezzato dai nobili, secondo le aveva detto sua madre: si ricordava ancora le bizzarre azioni di Maria, e il bizzarrissimo odio nutrito, nell’infanzia, contro i nobili: e ora tutte quelle reminiscenze destavanle un sorriso sprezzante perché tutti i commensali di Mambrilla erano, chi più, chi meno, stemmati e blasonati.;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"E poi… Stella che si appassionava assai su ciò che leggeva, in quei giorni leggeva appunto i Misteri del Popolo di Sue, quel gran romanzo; glorioso o infame secondo i gusti, ma certo molto atto a commuovere l’anima poetica dell’ardente fanciulla.";no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Maurizio non doveva pensarla come lei, perché anche i suoi occhi scintillavano, i suoi labbri sorridevano, ma solo di gioia, di amore, di suprema felicità come il suo nobile cuore d’artista poteva soltanto provarla. -;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Che importava a lui di tutto l’universo intero, in quel momento?;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stella era là, davanti a lui, fulgida, bellissima, dicendogli ogni tanto con lo sguardo: t’amo!… che importavagli del resto? -;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;La conversazione era allegra e animata: tutti sorridevano: il sole al tramonto, passava a onde attraverso i vetri colorati delle grandi finestre, indorando tutto, avvolgendo tutto in una nebbia vaporosa e fulgida come polviscolo d’oro, traendo scintillii e profumi inebbrianti dalle rose che adornavano la sala, dalle frutta, dai dolci, dai liquori, dai piatti, dai cristalli, e perfino dall’abito di seta delle signore, dai volti sorridenti e coloriti.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"E Stella sfolgorava nella luce e fra le rose olezzanti – sfolgorava il suo viso pallido, i ricami del vestito, gli occhi immersi nell’aria; ma sulle sue labbra semi-aperte morivale improvvisamente il sorriso… Maurizio la guardava, domandandosi a che pensasse.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"In quel momento Stella pensava, per la centesima volta, al medaglione d’oro lasciatole da sua madre, che doveva aprire in quel giorno, in cui compiva il ventun’anno…
Che mai poteva contenere quel medaglione per lei sacro, che aveva giurato di non aprire prima di quel giorno?…
– L’aprirò oggi?… – si domandava. – Mi pare impossibile fra il rumore di tanta festa: bisogna sia sola e calma…
Ma non fu sola sino all’alba, perché tutta la notte si ballò, si suonò e si cantò, e ritiratasi, stanca e cascante dal sonno, non ebbe la forza di aprire il Medaglione. – A domani! – mormorò chiudendo gli occhi.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Dormì parecchie ore e quando si svegliò, benché il sole fosse alto, il più profondo silenzio regnava ancora nella villa: sicché si vestì senza svegliare la cameriera, e scese in giardino.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;La mattina era stupenda, il cielo limpidissimo, e la vegetazione lussureggiante di verzura olezzava, fra il molle luccichio della rugiada.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stella, sorrise al sole, ai fiori e all’azzurro, ma col sorriso languido di chi ha un indistinto e triste presentimento.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Guardò a lungo le finestre chiuse di Maurizio i cui vetri scintillavano come lastre di argento, e sospirando s’internò nei viali ombrosi del magnifico giardino.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Camminò qualche istante, chiusa nei suoi pensieri, a capo chino, quasi preparassesi a compiere un atto sacro e solenne, mentre sentiva un misterioso stringimento di cuore, un vago terrore, un presentimento doloroso… Pure, giunta in fondo al giardino, fra l’ombra d’un’alta spalliera verdeggiante, si mise a ridere mormorando – Che pazza che sono!…
Si sedette, e aprì, con un legger fremito fra le dita, il medaglione d’oro, dopo aver baciato il ritratto di sua madre.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;L’aprì dopo qualche sforzo perché la molla non agiva da tanti anni, e dentro trovò un foglietto di carta bianca, ma ingiallita dal tempo, ripiegato in quattro...;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Lo prese delicatamente, lo spiegò e lo lesse… V’erano scritte poche linee, ma esse dovettero aver un terribile potere sull’anima di Stella perché il di lei viso diventò marmoreo, poi livido; i di lei occhi si chiusero; e battendo l’aria con le mani, senza emettere un grido, un gemito, cadde indietro come morta!…
VIII
… La madre di Stella si chiamava Maria Franchetti.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Suo padre, l’avolo di Stella, vigorosissimo e onesto operaio, dopo aver logorato la fanciullezza e la gioventù lavorando nelle fatali miniere di Sicilia, uscitone vecchio e cieco a quarant’anni, era ritornato con sua figlia nella città d’Anglona, loro paese natale.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Allora Maria, buona operaia, come sua madre, come suo padre, contava venti anni; bella, perfetta, rassomigliava in tutto a Stella, dal profilo greco del viso risplendente di gioventù, al suono dolcissimo della voce.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stata a scuola, alquanto istruita,;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Maria, ricamava come figlia di buona famiglia ritornata dal collegio, e col lavoro delle sue mani guadagnava benissimo da vivere per sé e per suo padre: ma in realtà sentivasi attirata alla vita libera, al lavoro dei campi, fra il verde e l’azzurro, avendo passato così la fanciullezza, in Sicilia, nella loro casetta in riva al fiume, vicina alla miniera dove lavorava il padre.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Al ritorno in Anglona il sogno di Maria era di stabilirsi ancora in riva all’Agri: pescando, lavorando la terra, le sembrava sarebbe vissuta più bene che così, ad Anglona, in quelle camerette bianche, scialbe, ove rimaneva all’ombra, tutto il giorno, china sul suo ricamo.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Ma Marco, il padre, non aveva acconsentito mai ai progetti romantici di lei, e lei, che l’adorava, accorgendosi di dispiacerlo con le sue parole di rammarico circa la sua vita da operaia, non ne riparlò mai più.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Dal canto suo Marco, ogni giorno di festa, conduceva, o piuttosto si faceva condurre, da Maria in campagna, o sull’Agri: in quei giorni la fanciulla era felicissima.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Del resto, a furia di tempo, aveva finito con l’abituarsi alla sua nuova vita.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Coi risparmi di Marco comprarono una casetta a un piano - quattro stanzette, una cucina e un microscopico giardinetto - fra le ultime case di Anglona, quasi in campagna.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Marco, non ostante la sua cecità e la vecchiezza prematura, il povero Marco che oramai riponeva tutta la sua felicità in Maria, sforzandosi a non esserle di troppo peso, sempre allegro e sorridente, lavorava, in tutto ciò che poteva: aiutato da una servetta manteneva in ordine la casa, coltivava l’orticello, adempiva, come una buona massaia, tutte le faccende domestiche.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Maria non pensava che a lavorare, e abile operaia, quasi artista qual’era, il lavoro non le mancava mai.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Eseguiva sempre ricami per una casa di mode di Palermo; stupendi lavori in biancheria o su stoffa, che venivano generosamente pagati, talché guadagnavasi, in media, più di cinque lire al giorno. -";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Vivevano così felicissimi: una vita calma, piena di affetto, senza scosse, né difficoltà, nella loro casetta, bianca, civettuola, bene ammobigliata, con gusto, quasi con lusso: tanto più che Maria non pensava che a suo padre, alla casa ed al lavoro. -;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Sapendo sua figlia, giovine e bellissima,;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Marco però pensava già al giorno che non sarebbero stati più soli: vedeva un altro figlio nella sua casa, poi un nugolo di nipotini biondi, cari, chiassosi che gli avrebbero resa invidiabile la vita.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Un giorno ne parlò a Maria, chiedendole se amasse qualcheduno… -;no;si;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Essa non trasalì, non arrossì, solo gli rispose con tono di rimprovero:
– Oh, papà, e mi credi tanto cattiva da non dirti, senza esserne interrogata, se amo e chi amo, qualora ciò sia?…
– Dunque non ami nessuno?
– Nessuno no.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Io amo te, papà, ma te solo…
Marco sorrise. -";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Maria diceva la verità: aveva molti adoratori, ma non ne amava nessuno.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Chissà!… Una mattina, mentre usciva dalla messa, vestita d’un abito nuovo, elegantissimo, con l’ombrellino di seta e i guanti ricamati, aveva sentito un giovine, esclamare:
– Pare una duchessa! – e in quel giorno, spinta dalla novità ingenua di tutte le fanciulle che sanno di esser belle, si esaminò, tra seria e sorridente, mutamente nello specchio, e si accorse, forse per la prima volta, che la sua taglia elegante e aristocratica, il suo piede, la sua mano, parevano di duchessa, - che i suoi occhi potevano, col loro fulgore, immergersi in aurei sogni di ricchezze e nobiltà.";si;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Nella notte sognò di trovarsi in una magnifica sala, fra un lusso il più smodato, chiamata signora duchessa; - e l’indomani, rimettendosi al lavoro, mormorò:
– Oh, finirà, finirà!… Una voce segreta me lo assicura… finirà.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Abbiamo lavorato anche troppo!;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Più tardi Maria pianse lagrime di fuoco al ricordo di quelle frasi: ma per allora le parole «pare una duchessa» forse susurratele da un demonio, le filtravano un terribile veleno nell’anima ardente e romantica: l’ambizione!;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Sentite: un mese dopo Maria aveva un amante, giovine e bello, nobile e ricco!;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Lo amava pazzamente, col suo primo amore, tanto che diceva a sé stessa che, anche povero e plebeo, sarebbe diventata sua lo stesso, sacrificandogli tutti i suoi sogni ambiziosi… E lui era un essere il più miserabile del mondo, che doveva avvelenarle la vita.;no;si;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Si chiamava Francesco d’Oriente!…
IX
Come si erano conosciuti? -";no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Nel primo capitolo di questo racconto dicemmo che don Francesco, in gioventù, non era stato uno specchio di virtù coniugali.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Uno di quei caratteri volubili, galanti, leggeri, che amano tutte le donne belle, con amore più o meno frivolo, don Francesco, amantissimo di sua moglie, commetteva le sue infedeltà quando, lontano da lei, credevasi sicuro di non recarle alcun dolore.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Che volete?;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;In fondo il marchese non era cattivo, ma certo benché nobile di nascita non lo era d’anima.;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Più tardi, quando i primi capelli bianchi apparvero nella sua testa, quando la sua anima, forse sazia e disgustata, cominciò a sentire i primi geli della vecchiezza, don Francesco guardò rabbrividendo nel suo brutto passato lo scandalo e il danno da lui causato, e ritirandosi da quella cattiva via, seguita in ogni tempo da tutti i giovani ricchi senza occupazioni, se ne pentì amaramente… Ma troppo tardi.;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Fra tutte le amanti del marchese, quella che più aveva amato era stata Maria. -;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;In quell’anno don Francesco era venuto solo a Mambrilla, perché donna Anna e Maurizio villeggiavano presso una loro parente: doveva raggiungerli verso la fine di settembre, ma una sera, il dì prima di partire, disse al domestico di non fare nessun preparativo di partenza, ché sarebbero rimasti tutto l’autunno a Mambrilla.;no;si;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;E scrisse a donn’Anna di non aspettarlo perché affari urgenti lo rattenevano in Basilicata.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Affari urgenti!;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Un gelido e misterioso sorriso sfiorò le labbra del marchese nello scrivere quelle parole, le sue labbra carnose nascoste dai baffi e dalla barba bionda che dava un’aria di dolcezza affascinante al suo viso.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Si è che quel giorno aveva visto Maria: l’aveva veduta col padre, mentre ritornavano dalla passeggiata della domenica sull’Agri.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Partiti la mattina, avevano passato tutto il giorno in campagna, ed all’ora ritornavano ad Anglona, stanchi e contenti.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Maria si era quasi sdraiata mollemente sulla panchina della barca, i capelli in disordine, il viso roseo, sorridente, e la mano destra abbandonata fuori della barca, bagnata dall’acqua del fiume, e il sole al tramonto, avvolgendola negli ultimi raggi d’oro, faceva scintillare i suoi capelli, il velluto di cui guarnivasi il suo vestito, i suoi stivalini lucidi e ricamati.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Maria taceva: il barcaiuolo cantava una poesia in dialetto;";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Maria, guardava il cielo smaltato di smeraldo e di fuoco, e così, cullata nelle onde dal canto del barcaiuolo, chiudeva a poco a poco gli occhi ad un sonno voluttuoso che le aggravava la testa e le confondeva le idee…
Ma a un tratto si scosse vivamente, e alzatasi a sedere si ravviò istintivamente i capelli semisciolti.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Che mai vedeva?;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Sulla riva del fiume, sopra un masso circondato da giunchi verdeggianti, stava un giovine: un giovine biondo, bellissimo, gli occhi azzurri scintillanti, come il cielo in quell’ora del tramonto.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;E quegli occhi Maria li vide fissare su lei uno sguardo da serpente ammaliatore.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Il giovine vestiva un elegante e ricco costume da caccia in velluto verde, e le canne del fucile che teneva ad armacollo luccicavano tanto che Maria dovette abbassare gli sguardi al loro splendore: così almeno ella credette.;no;no;no;no;
